StopAbbr,Route_EOL_exist,Route_Num_exist,Route_Count_exist,Route_EOL_bnr,Route_Num_bnr,Route_Count_bnr,_merge,Unchanged_Num,Unchanged_EOL
164028,66_HE Holmes Stn,['66'],1,,,,left_only,False,False
164030,66_HE Holmes Stn,['66'],1,165_HE Holmes Stn,['165'],1.0,both,False,False
164032,66_Camp Crk Mktplc,['66'],1,165_College Park Stn,['165'],1.0,both,False,False
164034,66_Camp Crk Mktplc,['66'],1,165_College Park Stn,['165'],1.0,both,False,False
164038,66_Camp Crk Mktplc,['66'],1,165_College Park Stn,['165'],1.0,both,False,False
164042,66_HE Holmes Stn,['66'],1,165_HE Holmes Stn,['165'],1.0,both,False,False
165002,84_Camp Crk Mktplc,['84'],1,,,,left_only,False,False
165004,84_Camp Crk Mktplc,['84'],1,,,,left_only,False,False
165006,84_Camp Crk Mktplc,['84'],1,,,,left_only,False,False
165008,84_Camp Crk Mktplc,['84'],1,,,,left_only,False,False
165010,84_Camp Crk Mktplc,['84'],1,,,,left_only,False,False
165014,84_Camp Crk Mktplc,['84'],1,,,,left_only,False,False
165016,84_Camp Crk Mktplc,['84'],1,,,,left_only,False,False
165017,84_Camp Crk Mktplc,['84'],1,,,,left_only,False,False
165018,84_Camp Crk Mktplc,['84'],1,,,,left_only,False,False
165032,82_College Park Stn,['82'],1,"165_College Park Stn, 84_East Point Stn","['165', '84']",2.0,both,False,False
165034,82_Camp Crk Mktplc,['82'],1,"165_HE Holmes Stn, 84_Centre Pkwy 3201","['165', '84']",2.0,both,False,False
165038,"181_Smith St, 82_Camp Crk Mktplc, 84_Camp Crk Mktplc","['181', '82', '84']",3,"165_HE Holmes Stn, 84_Centre Pkwy 3201","['165', '84']",2.0,both,False,False
165044,"181_Camp Crk Mktplc, 84_Smith St","['181', '84']",2,"84_Centre Pkwy 3201, 84_East Point Stn","['84', '84']",2.0,both,False,False
165046,"181_Smith St, 84_Camp Crk Mktplc","['181', '84']",2,84_Centre Pkwy 3201,['84'],1.0,both,False,False
165048,"181_East Point Stn, 84_East Point Stn","['181', '84']",2,84_East Point Stn,['84'],1.0,both,False,False
165050,"181_East Point Stn, 84_East Point Stn","['181', '84']",2,84_East Point Stn,['84'],1.0,both,False,False
165052,"181_East Point Stn, 84_East Point Stn","['181', '84']",2,,,,left_only,False,False
165055,82_Camp Crk Mktplc,['82'],1,"165_HE Holmes Stn, 84_Centre Pkwy 3201","['165', '84']",2.0,both,False,False
165056,"181_East Point Stn, 82_College Park Stn, 84_East Point Stn","['181', '82', '84']",3,"165_College Park Stn, 84_East Point Stn","['165', '84']",2.0,both,False,False
165057,82_Camp Crk Mktplc,['82'],1,"165_HE Holmes Stn, 84_Centre Pkwy 3201","['165', '84']",2.0,both,False,False
165061,82_Camp Crk Mktplc,['82'],1,"165_HE Holmes Stn, 84_Centre Pkwy 3201","['165', '84']",2.0,both,False,False
165075,82_College Park Stn,['82'],1,"165_College Park Stn, 84_East Point Stn","['165', '84']",2.0,both,False,False
165076,82_College Park Stn,['82'],1,"165_College Park Stn, 84_East Point Stn","['165', '84']",2.0,both,False,False
165078,82_Camp Crk Mktplc,['82'],1,"165_HE Holmes Stn, 84_Centre Pkwy 3201","['165', '84']",2.0,both,False,False
165079,82_College Park Stn,['82'],1,"165_College Park Stn, 84_East Point Stn","['165', '84']",2.0,both,False,False
165080,66_HE Holmes Stn,['66'],1,,,,left_only,False,False
165081,82_College Park Stn,['82'],1,"165_College Park Stn, 84_East Point Stn","['165', '84']",2.0,both,False,False
165084,82_Camp Crk Mktplc,['82'],1,"165_HE Holmes Stn, 84_Centre Pkwy 3201","['165', '84']",2.0,both,False,False
165086,82_College Park Stn,['82'],1,"165_College Park Stn, 84_East Point Stn","['165', '84']",2.0,both,False,False
165092,82_College Park Stn,['82'],1,"165_College Park Stn, 84_East Point Stn","['165', '84']",2.0,both,False,False
165117,"181_Smith St, 84_Camp Crk Mktplc","['181', '84']",2,84_Centre Pkwy 3201,['84'],1.0,both,False,False
165128,66_HE Holmes Stn,['66'],1,,,,left_only,False,False
165130,82_Camp Crk Mktplc,['82'],1,"165_HE Holmes Stn, 84_Centre Pkwy 3201","['165', '84']",2.0,both,False,False
166014,172_Oakland City Stn,['172'],1,96_Lakewood Stn,['96'],1.0,both,False,False
166042,"172_Oakland City Stn, 93_N Camp Creek Pky","['172', '93']",2,"184_College Park Stn, 96_Lakewood Stn","['184', '96']",2.0,both,False,False
166044,172_Oakland City Stn,['172'],1,96_Lakewood Stn,['96'],1.0,both,False,False
166052,172_College Park Stn,['172'],1,96_College Park Stn,['96'],1.0,both,False,False
166058,172_Oakland City Stn,['172'],1,96_Lakewood Stn,['96'],1.0,both,False,False
166060,172_Oakland City Stn,['172'],1,96_Lakewood Stn,['96'],1.0,both,False,False
166062,172_Oakland City Stn,['172'],1,96_Lakewood Stn,['96'],1.0,both,False,False
166064,172_Oakland City Stn,['172'],1,96_Lakewood Stn,['96'],1.0,both,False,False
166066,172_Oakland City Stn,['172'],1,96_Lakewood Stn,['96'],1.0,both,False,False
166067,172_Oakland City Stn,['172'],1,96_Lakewood Stn,['96'],1.0,both,False,False
166068,172_Oakland City Stn,['172'],1,96_College Park Stn,['96'],1.0,both,False,False
166071,93_N Camp Creek Pky,['93'],1,,,,left_only,False,False
166074,93_N Camp Creek Pky,['93'],1,,,,left_only,False,False
166078,93_N Camp Creek Pky,['93'],1,,,,left_only,False,False
166086,172_College Park Stn,['172'],1,96_College Park Stn,['96'],1.0,both,False,False
166088,172_Oakland City Stn,['172'],1,96_Lakewood Stn,['96'],1.0,both,False,False
166090,172_Oakland City Stn,['172'],1,96_Lakewood Stn,['96'],1.0,both,False,False
166092,172_College Park Stn,['172'],1,96_College Park Stn,['96'],1.0,both,False,False
166094,172_College Park Stn,['172'],1,96_College Park Stn,['96'],1.0,both,False,False
166096,172_Oakland City Stn,['172'],1,96_Lakewood Stn,['96'],1.0,both,False,False
166098,172_College Park Stn,['172'],1,96_College Park Stn,['96'],1.0,both,False,False
166100,172_Oakland City Stn,['172'],1,96_Lakewood Stn,['96'],1.0,both,False,False
166102,172_College Park Stn,['172'],1,96_College Park Stn,['96'],1.0,both,False,False
166104,172_Oakland City Stn,['172'],1,96_Lakewood Stn,['96'],1.0,both,False,False
166106,172_College Park Stn,['172'],1,96_College Park Stn,['96'],1.0,both,False,False
166108,172_Oakland City Stn,['172'],1,96_Lakewood Stn,['96'],1.0,both,False,False
166110,172_College Park Stn,['172'],1,96_College Park Stn,['96'],1.0,both,False,False
166112,172_Oakland City Stn,['172'],1,96_Lakewood Stn,['96'],1.0,both,False,False
166122,93_N Camp Creek Pky,['93'],1,,,,left_only,False,False
166144,"181_Camp Crk Mktplc, 84_Smith St","['181', '84']",2,84_Centre Pkwy 3201,['84'],1.0,both,False,False
166148,"181_East Point Stn, 84_East Point Stn","['181', '84']",2,84_East Point Stn,['84'],1.0,both,False,False
166152,172_College Park Stn,['172'],1,96_College Park Stn,['96'],1.0,both,False,False
166154,172_College Park Stn,['172'],1,96_College Park Stn,['96'],1.0,both,False,False
166156,172_College Park Stn,['172'],1,96_College Park Stn,['96'],1.0,both,False,False
166158,172_College Park Stn,['172'],1,96_College Park Stn,['96'],1.0,both,False,False
166160,172_College Park Stn,['172'],1,96_College Park Stn,['96'],1.0,both,False,False
166162,172_College Park Stn,['172'],1,96_College Park Stn,['96'],1.0,both,False,False
166166,172_College Park Stn,['172'],1,96_College Park Stn,['96'],1.0,both,False,False
166168,172_College Park Stn,['172'],1,,,,left_only,False,False
166174,93_College Park Stn,['93'],1,,,,left_only,False,False
166178,93_College Park Stn,['93'],1,,,,left_only,False,False
166182,93_College Park Stn,['93'],1,,,,left_only,False,False
166186,93_College Park Stn,['93'],1,,,,left_only,False,False
166190,193_Justice Center,['193'],1,193_Justice Center,['193'],1.0,both,True,True
166192,193_Justice Center,['193'],1,193_Justice Center,['193'],1.0,both,True,True
166194,193_East Point Stn,['193'],1,193_East Point Stn,['193'],1.0,both,True,True
166196,193_East Point Stn,['193'],1,193_East Point Stn,['193'],1.0,both,True,True
166198,89_College Park Stn,['89'],1,187_College Park Stn,['187'],1.0,both,False,False
166205,"180_Palmetto, 189_Ellenwood Twn Ctr, 195_South Fulton P&R, 82_Camp Crk Mktplc","['180', '189', '195', '82']",4,"165_HE Holmes Stn, 180_Palmetto, 180_Union City, 195_Ellenwood Twn Ctr, 89_Riverdale P&R, 89_Union City","['165', '180', '180', '195', '89', '89']",6.0,both,False,False
166206,"180_College Park Stn, 189_College Park Stn, 195_College Park Stn, 82_College Park Stn","['180', '189', '195', '82']",4,"165_College Park Stn, 180_College Park Stn, 195_College Park Stn, 89_College Park Stn","['165', '180', '195', '89']",4.0,both,False,False
166207,"180_South Fulton P&R, 189_Palmetto, 195_Ellenwood Twn Ctr","['180', '189', '195']",3,"180_Palmetto, 180_Union City, 195_Ellenwood Twn Ctr, 89_Riverdale P&R, 89_Union City","['180', '180', '195', '89', '89']",5.0,both,False,False
166208,"180_College Park Stn, 189_College Park Stn, 195_College Park Stn","['180', '189', '195']",3,"180_College Park Stn, 195_College Park Stn, 89_College Park Stn","['180', '195', '89']",3.0,both,False,False
166210,"180_College Park Stn, 189_College Park Stn, 195_College Park Stn","['180', '189', '195']",3,"180_College Park Stn, 195_College Park Stn, 89_College Park Stn","['180', '195', '89']",3.0,both,False,False
166900,"188_Fairburn P&R Lot, 189_South Fulton P&R, 195_Ellenwood Twn Ctr, 196_Union City, 89_Southlake Mall","['188', '189', '195', '196', '89']",5,"165_College Park Stn, 165_HE Holmes Stn, 187_College Park Stn, 187_Southampton, 195_College Park Stn, 195_Ellenwood Twn Ctr, 196_College Park Stn, 196_Southlake Mall, 89_College Park Stn, 89_Riverdale P&R, 89_Union City","['165', '165', '187', '187', '195', '195', '196', '196', '89', '89', '89']",11.0,both,False,False
166901,"172_Oakland City Stn, 180_N Camp Creek Pky, 82_Camp Crk Mktplc, 93_Palmetto","['172', '180', '82', '93']",4,"180_College Park Stn, 180_Palmetto, 180_Union City, 182_College Park Stn, 182_Union City, 184_College Park Stn, 184_Union City, 96_College Park Stn, 96_Lakewood Stn","['180', '180', '180', '182', '182', '184', '184', '96', '96']",9.0,both,False,False
167002,55_Forest Park,['55'],1,55_Forest Park,['55'],1.0,both,True,True
167004,55_Forest Park,['55'],1,55_Forest Park,['55'],1.0,both,True,True
167006,55_Forest Park,['55'],1,55_Forest Park,['55'],1.0,both,True,True
167008,55_Forest Park,['55'],1,55_Forest Park,['55'],1.0,both,True,True
167010,55_Forest Park,['55'],1,55_Forest Park,['55'],1.0,both,True,True
167012,55_Forest Park,['55'],1,55_Forest Park,['55'],1.0,both,True,True
167016,55_Forest Park,['55'],1,55_Forest Park,['55'],1.0,both,True,True
167034,55_Forest Park,['55'],1,55_Forest Park,['55'],1.0,both,True,True
169002,15_Linecrest Rd,['15'],1,32_Linecrest Rd,['32'],1.0,both,False,False
169005,15_Linecrest Rd,['15'],1,32_Linecrest Rd,['32'],1.0,both,False,False
169026,15_Decatur Stn,['15'],1,32_Inman Park Stn,['32'],1.0,both,False,False
169032,15_Decatur Stn,['15'],1,,,,left_only,False,False
169041,15_Decatur Stn,['15'],1,"32_Inman Park Stn, 32_Linecrest Rd","['32', '32']",2.0,both,False,False
169043,15_Linecrest Rd,['15'],1,,,,left_only,False,False
169046,15_Linecrest Rd,['15'],1,32_Linecrest Rd,['32'],1.0,both,False,False
169048,15_Decatur Stn,['15'],1,32_Inman Park Stn,['32'],1.0,both,False,False
169056,15_Decatur Stn,['15'],1,32_Inman Park Stn,['32'],1.0,both,False,False
171002,74_Inman Park Stn,['74'],1,,,,left_only,False,False
171006,74_Inman Park Stn,['74'],1,,,,left_only,False,False
171008,74_Inman Park Stn,['74'],1,,,,left_only,False,False
171010,74_Inman Park Stn,['74'],1,"34_East Lake Stn, 74_Inman Park Stn","['34', '74']",2.0,both,False,False
175002,180_Palmetto,['180'],1,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
175006,180_Palmetto,['180'],1,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
175008,"180_College Park Stn, 82_Palmetto","['180', '82']",2,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
175010,"180_College Park Stn, 82_Palmetto","['180', '82']",2,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
175012,"180_College Park Stn, 82_Palmetto","['180', '82']",2,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
175014,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
175018,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
175020,"180_Walmart Distrib Ctr, 82_College Park Stn","['180', '82']",2,180_College Park Stn,['180'],1.0,both,False,False
175022,"180_Walmart Distrib Ctr, 82_College Park Stn","['180', '82']",2,180_College Park Stn,['180'],1.0,both,False,False
175024,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
176002,"181_Smith St, 84_Camp Crk Mktplc","['181', '84']",2,84_Centre Pkwy 3201,['84'],1.0,both,False,False
176004,"181_Smith St, 84_Camp Crk Mktplc","['181', '84']",2,84_Centre Pkwy 3201,['84'],1.0,both,False,False
176006,181_Smith St,['181'],1,,,,left_only,False,False
176010,181_Smith St,['181'],1,,,,left_only,False,False
176012,181_Smith St,['181'],1,,,,left_only,False,False
176014,181_Smith St,['181'],1,,,,left_only,False,False
176016,"180_Palmetto, 181_Smith St","['180', '181']",2,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
176018,"180_Palmetto, 181_Smith St","['180', '181']",2,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
176038,"180_College Park Stn, 181_East Point Stn","['180', '181']",2,180_College Park Stn,['180'],1.0,both,False,False
176040,181_East Point Stn,['181'],1,,,,left_only,False,False
176042,181_East Point Stn,['181'],1,,,,left_only,False,False
176046,181_East Point Stn,['181'],1,,,,left_only,False,False
176048,"181_East Point Stn, 84_East Point Stn","['181', '84']",2,84_East Point Stn,['84'],1.0,both,False,False
176058,89_College Park Stn,['89'],1,187_College Park Stn,['187'],1.0,both,False,False
176060,89_College Park Stn,['89'],1,187_College Park Stn,['187'],1.0,both,False,False
176062,89_College Park Stn,['89'],1,187_College Park Stn,['187'],1.0,both,False,False
176064,89_College Park Stn,['89'],1,187_College Park Stn,['187'],1.0,both,False,False
176066,89_College Park Stn,['89'],1,187_College Park Stn,['187'],1.0,both,False,False
176068,89_College Park Stn,['89'],1,187_College Park Stn,['187'],1.0,both,False,False
176070,89_College Park Stn,['89'],1,187_College Park Stn,['187'],1.0,both,False,False
176076,89_Union City,['89'],1,187_Southampton,['187'],1.0,both,False,False
176078,89_Union City,['89'],1,187_Southampton,['187'],1.0,both,False,False
176080,89_Union City,['89'],1,,,,left_only,False,False
176082,89_Union City,['89'],1,,,,left_only,False,False
176084,89_Union City,['89'],1,,,,left_only,False,False
176088,"189_South Fulton P&R, 195_Ellenwood Twn Ctr, 89_Union City","['189', '195', '89']",3,"195_Ellenwood Twn Ctr, 89_Riverdale P&R, 89_Union City","['195', '89', '89']",3.0,both,False,False
176090,89_Union City,['89'],1,"89_Riverdale P&R, 89_Union City","['89', '89']",2.0,both,False,False
176094,89_Union City,['89'],1,"89_Riverdale P&R, 89_Union City","['89', '89']",2.0,both,False,False
176096,89_Union City,['89'],1,"89_Riverdale P&R, 89_Union City","['89', '89']",2.0,both,False,False
176098,89_College Park Stn,['89'],1,89_College Park Stn,['89'],1.0,both,True,True
176100,89_College Park Stn,['89'],1,89_College Park Stn,['89'],1.0,both,True,True
176104,89_College Park Stn,['89'],1,89_College Park Stn,['89'],1.0,both,True,True
176106,"189_South Fulton P&R, 195_Ellenwood Twn Ctr","['189', '195']",2,195_Ellenwood Twn Ctr,['195'],1.0,both,False,False
176108,"189_South Fulton P&R, 195_Ellenwood Twn Ctr","['189', '195']",2,195_Ellenwood Twn Ctr,['195'],1.0,both,False,False
176110,195_Ellenwood Twn Ctr,['195'],1,195_Ellenwood Twn Ctr,['195'],1.0,both,True,True
176112,189_South Fulton P&R,['189'],1,,,,left_only,False,False
176116,"180_South Fulton P&R, 189_Palmetto, 195_Ellenwood Twn Ctr","['180', '189', '195']",3,"180_Palmetto, 180_Union City, 195_Ellenwood Twn Ctr, 89_Riverdale P&R, 89_Union City","['180', '180', '195', '89', '89']",5.0,both,False,False
176120,"180_Ellenwood Twn Ctr, 189_Palmetto, 195_South Fulton P&R","['180', '189', '195']",3,"180_Palmetto, 180_Union City, 195_Ellenwood Twn Ctr, 89_Riverdale P&R, 89_Union City","['180', '180', '195', '89', '89']",5.0,both,False,False
176124,"180_Ellenwood Twn Ctr, 189_Palmetto, 195_South Fulton P&R","['180', '189', '195']",3,"180_Palmetto, 180_Union City, 195_Ellenwood Twn Ctr, 89_Riverdale P&R, 89_Union City","['180', '180', '195', '89', '89']",5.0,both,False,False
176128,180_Palmetto,['180'],1,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
176132,180_Palmetto,['180'],1,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
176134,180_Palmetto,['180'],1,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
176138,180_Palmetto,['180'],1,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
176140,180_Palmetto,['180'],1,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
176144,180_Palmetto,['180'],1,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
176150,180_Palmetto,['180'],1,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
176152,"189_College Park Stn, 195_College Park Stn, 89_College Park Stn","['189', '195', '89']",3,"187_College Park Stn, 195_College Park Stn, 89_College Park Stn","['187', '195', '89']",3.0,both,False,False
176154,89_Union City,['89'],1,,,,left_only,False,False
176156,89_Union City,['89'],1,,,,left_only,False,False
176157,89_Union City,['89'],1,,,,left_only,False,False
176160,"180_College Park Stn, 189_College Park Stn, 195_College Park Stn","['180', '189', '195']",3,"180_College Park Stn, 195_College Park Stn, 89_College Park Stn","['180', '195', '89']",3.0,both,False,False
176162,"180_College Park Stn, 189_College Park Stn, 195_College Park Stn","['180', '189', '195']",3,"180_College Park Stn, 195_College Park Stn, 89_College Park Stn","['180', '195', '89']",3.0,both,False,False
176166,"180_College Park Stn, 189_College Park Stn, 195_College Park Stn","['180', '189', '195']",3,"180_College Park Stn, 195_College Park Stn, 89_College Park Stn","['180', '195', '89']",3.0,both,False,False
176169,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
176174,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
176176,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
176180,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
176182,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
176186,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
176192,"180_College Park Stn, 181_East Point Stn","['180', '181']",2,180_College Park Stn,['180'],1.0,both,False,False
176194,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
176196,89_Union City,['89'],1,,,,left_only,False,False
176198,89_College Park Stn,['89'],1,187_College Park Stn,['187'],1.0,both,False,False
176200,189_South Fulton P&R,['189'],1,,,,left_only,False,False
176214,181_East Point Stn,['181'],1,,,,left_only,False,False
176216,180_Palmetto,['180'],1,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
176220,89_College Park Stn,['89'],1,187_College Park Stn,['187'],1.0,both,False,False
176222,"180_Ellenwood Twn Ctr, 189_South Fulton P&R, 195_Palmetto","['180', '189', '195']",3,"180_Palmetto, 180_Union City, 195_Ellenwood Twn Ctr, 89_Riverdale P&R, 89_Union City","['180', '180', '195', '89', '89']",5.0,both,False,False
176224,89_College Park Stn,['89'],1,187_College Park Stn,['187'],1.0,both,False,False
176226,89_Union City,['89'],1,187_Southampton,['187'],1.0,both,False,False
176230,181_Smith St,['181'],1,184_Union City,['184'],1.0,both,False,False
176232,181_East Point Stn,['181'],1,184_College Park Stn,['184'],1.0,both,False,False
176234,181_East Point Stn,['181'],1,,,,left_only,False,False
182006,180_Palmetto,['180'],1,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
182010,180_Palmetto,['180'],1,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
182014,180_Palmetto,['180'],1,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
182020,180_Palmetto,['180'],1,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
182025,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
182026,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
182028,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
182029,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
182030,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
182032,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
182038,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
183002,189_College Park Stn,['189'],1,,,,left_only,False,False
183004,189_College Park Stn,['189'],1,,,,left_only,False,False
183006,189_College Park Stn,['189'],1,,,,left_only,False,False
183012,189_College Park Stn,['189'],1,,,,left_only,False,False
183014,"181_Smith St, 189_South Fulton P&R","['181', '189']",2,89_Union City,['89'],1.0,both,False,False
183016,189_South Fulton P&R,['189'],1,89_Union City,['89'],1.0,both,False,False
183018,180_Palmetto,['180'],1,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
183020,180_Palmetto,['180'],1,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
183022,180_Palmetto,['180'],1,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
183024,180_Palmetto,['180'],1,"180_Palmetto, 180_Union City","['180', '180']",2.0,both,False,False
183026,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
183028,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
183030,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
183032,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
183036,181_Smith St,['181'],1,184_Union City,['184'],1.0,both,False,False
183038,181_East Point Stn,['181'],1,184_College Park Stn,['184'],1.0,both,False,False
183950,189_College Park Stn,['189'],1,,,,left_only,False,False
184002,189_College Park Stn,['189'],1,89_College Park Stn,['89'],1.0,both,False,False
184004,189_College Park Stn,['189'],1,89_College Park Stn,['89'],1.0,both,False,False
184005,189_College Park Stn,['189'],1,89_College Park Stn,['89'],1.0,both,False,False
184006,"189_College Park Stn, 189_South Fulton P&R","['189', '189']",2,,,,left_only,False,False
184008,189_College Park Stn,['189'],1,,,,left_only,False,False
184010,189_College Park Stn,['189'],1,,,,left_only,False,False
184012,189_College Park Stn,['189'],1,89_College Park Stn,['89'],1.0,both,False,False
184014,189_College Park Stn,['189'],1,89_College Park Stn,['89'],1.0,both,False,False
184018,89_Union City,['89'],1,"89_Riverdale P&R, 89_Union City","['89', '89']",2.0,both,False,False
184020,89_Union City,['89'],1,"89_Riverdale P&R, 89_Union City","['89', '89']",2.0,both,False,False
184022,89_Union City,['89'],1,"89_Riverdale P&R, 89_Union City","['89', '89']",2.0,both,False,False
184026,"189_South Fulton P&R, 89_Union City","['189', '89']",2,"89_Riverdale P&R, 89_Union City","['89', '89']",2.0,both,False,False
184027,"189_South Fulton P&R, 89_Union City","['189', '89']",2,"89_Riverdale P&R, 89_Union City","['89', '89']",2.0,both,False,False
184028,181_Smith St,['181'],1,184_Union City,['184'],1.0,both,False,False
184029,"189_College Park Stn, 89_College Park Stn","['189', '89']",2,89_College Park Stn,['89'],1.0,both,False,False
184030,"189_South Fulton P&R, 89_Union City","['189', '89']",2,"89_Riverdale P&R, 89_Union City","['89', '89']",2.0,both,False,False
184032,"189_Union City, 89_South Fulton P&R","['189', '89']",2,"89_Riverdale P&R, 89_Union City","['89', '89']",2.0,both,False,False
184034,"189_Union City, 89_South Fulton P&R","['189', '89']",2,"89_Riverdale P&R, 89_Union City","['89', '89']",2.0,both,False,False
184036,89_Union City,['89'],1,89_Riverdale P&R,['89'],1.0,both,True,False
184038,"189_College Park Stn, 89_College Park Stn","['189', '89']",2,89_College Park Stn,['89'],1.0,both,False,False
184042,"189_College Park Stn, 89_College Park Stn","['189', '89']",2,89_College Park Stn,['89'],1.0,both,False,False
184044,"189_College Park Stn, 89_College Park Stn","['189', '89']",2,89_College Park Stn,['89'],1.0,both,False,False
184046,181_East Point Stn,['181'],1,184_College Park Stn,['184'],1.0,both,False,False
184048,"189_College Park Stn, 89_College Park Stn","['189', '89']",2,89_College Park Stn,['89'],1.0,both,False,False
184050,89_College Park Stn,['89'],1,89_College Park Stn,['89'],1.0,both,True,True
184052,89_College Park Stn,['89'],1,89_College Park Stn,['89'],1.0,both,True,True
184056,189_South Fulton P&R,['189'],1,89_Union City,['89'],1.0,both,False,False
184057,189_South Fulton P&R,['189'],1,89_Union City,['89'],1.0,both,False,False
184058,189_South Fulton P&R,['189'],1,89_Union City,['89'],1.0,both,False,False
184060,189_South Fulton P&R,['189'],1,89_Union City,['89'],1.0,both,False,False
184061,189_South Fulton P&R,['189'],1,89_Union City,['89'],1.0,both,False,False
184062,89_College Park Stn,['89'],1,89_College Park Stn,['89'],1.0,both,True,True
184064,189_South Fulton P&R,['189'],1,,,,left_only,False,False
184066,189_South Fulton P&R,['189'],1,89_Union City,['89'],1.0,both,False,False
184070,189_College Park Stn,['189'],1,89_College Park Stn,['89'],1.0,both,False,False
184074,189_South Fulton P&R,['189'],1,,,,left_only,False,False
184076,189_College Park Stn,['189'],1,,,,left_only,False,False
184082,189_South Fulton P&R,['189'],1,,,,left_only,False,False
184084,189_South Fulton P&R,['189'],1,,,,left_only,False,False
184086,189_South Fulton P&R,['189'],1,,,,left_only,False,False
184088,181_Smith St,['181'],1,184_Union City,['184'],1.0,both,False,False
184090,181_East Point Stn,['181'],1,184_College Park Stn,['184'],1.0,both,False,False
184094,189_South Fulton P&R,['189'],1,,,,left_only,False,False
184096,189_College Park Stn,['189'],1,,,,left_only,False,False
184098,181_Smith St,['181'],1,184_Union City,['184'],1.0,both,False,False
184099,181_East Point Stn,['181'],1,184_College Park Stn,['184'],1.0,both,False,False
184100,181_East Point Stn,['181'],1,184_College Park Stn,['184'],1.0,both,False,False
184102,181_East Point Stn,['181'],1,184_College Park Stn,['184'],1.0,both,False,False
184106,189_College Park Stn,['189'],1,89_College Park Stn,['89'],1.0,both,False,False
190004,"180_Palmetto, 181_Smith St","['180', '181']",2,180_Palmetto,['180'],1.0,both,False,False
190010,"180_East Point Stn, 181_College Park Stn","['180', '181']",2,180_College Park Stn,['180'],1.0,both,False,False
190012,"180_College Park Stn, 181_East Point Stn","['180', '181']",2,180_College Park Stn,['180'],1.0,both,False,False
190020,180_Palmetto,['180'],1,180_Palmetto,['180'],1.0,both,True,True
190021,181_East Point Stn,['181'],1,"180_College Park Stn, 180_Palmetto, 180_Union City, 182_Union City","['180', '180', '180', '182']",4.0,both,False,False
190024,185_North Springs Stn,['185'],1,185_North Springs Stn,['185'],1.0,both,True,True
190034,180_College Park Stn,['180'],1,180_College Park Stn,['180'],1.0,both,True,True
190052,181_Smith St,['181'],1,"180_College Park Stn, 180_Palmetto, 182_College Park Stn","['180', '180', '182']",3.0,both,False,False
190058,"180_Palmetto, 181_Smith St","['180', '181']",2,180_Palmetto,['180'],1.0,both,False,False
