StopAbbr,Lines
212750,"194 Conley Road / Mt Zion (Inbound), 197 Battle Creek Road (Inbound)"
212749,"194 Conley Road / Mt Zion (Inbound), 197 Battle Creek Road (Inbound)"
212747,"194 Conley Road / Mt Zion (Inbound), 197 Battle Creek Road (Inbound)"
213507,89a Old National Highway / Flat Shoals (Inbound)
212746,"194 Conley Road / Mt Zion (Inbound), 197 Battle Creek Road (Inbound)"
212745,194 Conley Road / Mt Zion (Inbound)
212744,194 Conley Road / Mt Zion (Inbound)
212743,194 Conley Road / Mt Zion (Inbound)
212742,194 Conley Road / Mt Zion (Inbound)
212741,194 Conley Road / Mt Zion (Outbound)
212740,194 Conley Road / Mt Zion (Outbound)
212739,194 Conley Road / Mt Zion (Outbound)
212738,194 Conley Road / Mt Zion (Outbound)
212737,194 Conley Road / Mt Zion (Outbound)
212736,194 Conley Road / Mt Zion (Outbound)
212735,"197 Battle Creek Road (Inbound), 198 Southlake Parkway (Inbound), 89b Old National Highway / Riverdale (Inbound)"
212734,89b Old National Highway / Riverdale (Outbound)
212733,"191a Riverdale / Charlotte Woods (Outbound), 191b Riverdale / Flint River (Outbound)"
212732,"191a Riverdale / Charlotte Woods (Inbound), 191b Riverdale / Flint River (Inbound)"
212731,194 Conley Road / Mt Zion (Outbound)
212730,194 Conley Road / Mt Zion (Outbound)
212726,194 Conley Road / Mt Zion (Inbound)
212725,194 Conley Road / Mt Zion (Inbound)
212724,194 Conley Road / Mt Zion (Inbound)
212723,194 Conley Road / Mt Zion (Inbound)
212722,194 Conley Road / Mt Zion (Inbound)
212721,194 Conley Road / Mt Zion (Inbound)
212720,194 Conley Road / Mt Zion (Inbound)
212719,194 Conley Road / Mt Zion (Inbound)
212718,194 Conley Road / Mt Zion (Inbound)
212717,194 Conley Road / Mt Zion (Inbound)
212716,194 Conley Road / Mt Zion (Inbound)
212715,194 Conley Road / Mt Zion (Inbound)
212714,194 Conley Road / Mt Zion (Inbound)
212713,194 Conley Road / Mt Zion (Inbound)
212712,194 Conley Road / Mt Zion (Inbound)
212711,194 Conley Road / Mt Zion (Inbound)
212710,194 Conley Road / Mt Zion (Inbound)
212709,194 Conley Road / Mt Zion (Inbound)
212708,194 Conley Road / Mt Zion (Inbound)
212707,194 Conley Road / Mt Zion (Inbound)
212706,194 Conley Road / Mt Zion (Inbound)
212705,194 Conley Road / Mt Zion (Inbound)
212704,194 Conley Road / Mt Zion (Inbound)
212703,194 Conley Road / Mt Zion (Inbound)
212702,194 Conley Road / Mt Zion (Inbound)
212701,194 Conley Road / Mt Zion (Inbound)
212700,194 Conley Road / Mt Zion (Inbound)
212699,194 Conley Road / Mt Zion (Inbound)
212698,194 Conley Road / Mt Zion (Inbound)
212697,194 Conley Road / Mt Zion (Outbound)
212696,194 Conley Road / Mt Zion (Outbound)
212695,194 Conley Road / Mt Zion (Outbound)
212694,194 Conley Road / Mt Zion (Outbound)
212693,194 Conley Road / Mt Zion (Outbound)
212691,194 Conley Road / Mt Zion (Outbound)
212690,194 Conley Road / Mt Zion (Outbound)
212689,194 Conley Road / Mt Zion (Outbound)
212688,194 Conley Road / Mt Zion (Outbound)
212687,194 Conley Road / Mt Zion (Outbound)
212686,194 Conley Road / Mt Zion (Outbound)
212685,194 Conley Road / Mt Zion (Outbound)
212684,194 Conley Road / Mt Zion (Outbound)
212683,194 Conley Road / Mt Zion (Outbound)
212682,194 Conley Road / Mt Zion (Outbound)
212681,194 Conley Road / Mt Zion (Outbound)
212680,194 Conley Road / Mt Zion (Outbound)
212679,194 Conley Road / Mt Zion (Outbound)
212678,194 Conley Road / Mt Zion (Outbound)
212677,194 Conley Road / Mt Zion (Outbound)
212676,194 Conley Road / Mt Zion (Outbound)
212675,55 Jonesboro (Inbound)
212674,192 Old Dixie / Tara Boulevard (Inbound)
212673,192 Old Dixie / Tara Boulevard (Inbound)
212672,192 Old Dixie / Tara Boulevard (Inbound)
212671,192 Old Dixie / Tara Boulevard (Inbound)
212670,192 Old Dixie / Tara Boulevard (Inbound)
212669,192 Old Dixie / Tara Boulevard (Inbound)
212668,192 Old Dixie / Tara Boulevard (Inbound)
212667,192 Old Dixie / Tara Boulevard (Inbound)
212666,192 Old Dixie / Tara Boulevard (Inbound)
212665,192 Old Dixie / Tara Boulevard (Inbound)
212664,192 Old Dixie / Tara Boulevard (Inbound)
212663,192 Old Dixie / Tara Boulevard (Inbound)
212662,192 Old Dixie / Tara Boulevard (Inbound)
212661,192 Old Dixie / Tara Boulevard (Inbound)
212660,192 Old Dixie / Tara Boulevard (Inbound)
212659,192 Old Dixie / Tara Boulevard (Inbound)
212658,192 Old Dixie / Tara Boulevard (Inbound)
212656,192 Old Dixie / Tara Boulevard (Inbound)
212654,192 Old Dixie / Tara Boulevard (Outbound)
212653,192 Old Dixie / Tara Boulevard (Outbound)
212652,192 Old Dixie / Tara Boulevard (Outbound)
212651,192 Old Dixie / Tara Boulevard (Outbound)
212650,192 Old Dixie / Tara Boulevard (Outbound)
212649,192 Old Dixie / Tara Boulevard (Outbound)
212648,192 Old Dixie / Tara Boulevard (Outbound)
212647,192 Old Dixie / Tara Boulevard (Outbound)
212646,192 Old Dixie / Tara Boulevard (Outbound)
212645,192 Old Dixie / Tara Boulevard (Outbound)
212644,192 Old Dixie / Tara Boulevard (Outbound)
212643,192 Old Dixie / Tara Boulevard (Outbound)
212642,192 Old Dixie / Tara Boulevard (Outbound)
212641,192 Old Dixie / Tara Boulevard (Outbound)
212640,192 Old Dixie / Tara Boulevard (Outbound)
212639,192 Old Dixie / Tara Boulevard (Outbound)
212638,192 Old Dixie / Tara Boulevard (Outbound)
212637,192 Old Dixie / Tara Boulevard (Outbound)
212636,192 Old Dixie / Tara Boulevard (Outbound)
213481,89a Old National Highway / Flat Shoals (Outbound)
212628,165 Fairburn (Inbound)
212627,34 Gresham (Outbound)
212626,197 Battle Creek Road (Inbound&Outbound)
212625,800 Lovejoy (Inbound)
212622,74 Moreland / Flat Shoals (Inbound)
212621,74 Moreland / Flat Shoals (Outbound)
212620,74 Moreland / Flat Shoals (Inbound)
212619,74 Moreland / Flat Shoals (Outbound)
212618,"34 Gresham (Outbound), 74 Moreland / Flat Shoals (Inbound&Outbound)"
212604,5 Piedmont / Sandy Springs (Outbound)
212598,193 Morrow / Jonesboro (Outbound)
212596,195 Forest Parkway (Outbound)
212595,195 Forest Parkway (Inbound)
212594,195 Forest Parkway (Outbound)
212593,195 Forest Parkway (Inbound)
212592,195 Forest Parkway (Outbound)
212591,195 Forest Parkway (Outbound)
212590,195 Forest Parkway (Outbound)
212589,195 Forest Parkway (Inbound)
212588,195 Forest Parkway (Inbound)
212587,195 Forest Parkway (Inbound)
212586,55 Jonesboro (Inbound)
212585,55 Jonesboro (Inbound)
212584,55 Jonesboro (Inbound)
212583,55 Jonesboro (Outbound)
212582,55 Jonesboro (Outbound)
212581,"195 Forest Parkway (Inbound), 55 Jonesboro (Inbound)"
212575,193 Morrow / Jonesboro (Outbound)
212567,800 Lovejoy (Inbound)
212566,800 Lovejoy (Inbound)
212565,800 Lovejoy (Inbound)
212564,800 Lovejoy (Inbound)
212563,800 Lovejoy (Inbound)
212555,193 Morrow / Jonesboro (Inbound)
212544,192 Old Dixie / Tara Boulevard (Outbound)
212543,"192 Old Dixie / Tara Boulevard (Inbound), 193 Morrow / Jonesboro (Inbound)"
212542,"192 Old Dixie / Tara Boulevard (Inbound), 193 Morrow / Jonesboro (Inbound)"
212541,"192 Old Dixie / Tara Boulevard (Outbound), 193 Morrow / Jonesboro (Outbound)"
212540,"192 Old Dixie / Tara Boulevard (Inbound), 193 Morrow / Jonesboro (Inbound)"
212538,"191a Riverdale / Charlotte Woods (Outbound), 191b Riverdale / Flint River (Outbound)"
212537,"191a Riverdale / Charlotte Woods (Outbound), 191b Riverdale / Flint River (Outbound)"
212536,"191a Riverdale / Charlotte Woods (Inbound), 191b Riverdale / Flint River (Inbound)"
212535,"191a Riverdale / Charlotte Woods (Outbound), 191b Riverdale / Flint River (Outbound)"
212534,"191a Riverdale / Charlotte Woods (Inbound), 191b Riverdale / Flint River (Inbound)"
212533,"191a Riverdale / Charlotte Woods (Outbound), 191b Riverdale / Flint River (Outbound)"
212532,"191a Riverdale / Charlotte Woods (Outbound), 191b Riverdale / Flint River (Outbound)"
212531,"191a Riverdale / Charlotte Woods (Inbound), 191b Riverdale / Flint River (Inbound), 89b Old National Highway / Riverdale (Inbound)"
212530,"191a Riverdale / Charlotte Woods (Outbound), 191b Riverdale / Flint River (Outbound)"
212529,"191a Riverdale / Charlotte Woods (Outbound), 191b Riverdale / Flint River (Outbound), 198 Southlake Parkway (Inbound), 89b Old National Highway / Riverdale (Inbound)"
212528,"191a Riverdale / Charlotte Woods (Inbound), 191b Riverdale / Flint River (Inbound), 198 Southlake Parkway (Outbound), 89b Old National Highway / Riverdale (Outbound)"
212522,193 Morrow / Jonesboro (Inbound)
212521,193 Morrow / Jonesboro (Outbound)
212520,193 Morrow / Jonesboro (Outbound)
212519,193 Morrow / Jonesboro (Inbound)
212518,193 Morrow / Jonesboro (Inbound)
212517,"191a Riverdale / Charlotte Woods (Inbound), 192 Old Dixie / Tara Boulevard (Inbound)"
212516,"191a Riverdale / Charlotte Woods (Inbound), 191b Riverdale / Flint River (Inbound), 192 Old Dixie / Tara Boulevard (Inbound)"
212515,"191a Riverdale / Charlotte Woods (Outbound), 191b Riverdale / Flint River (Outbound), 192 Old Dixie / Tara Boulevard (Outbound)"
212514,"191a Riverdale / Charlotte Woods (Outbound), 192 Old Dixie / Tara Boulevard (Outbound)"
212513,"191a Riverdale / Charlotte Woods (Outbound), 192 Old Dixie / Tara Boulevard (Outbound)"
212512,"193 Morrow / Jonesboro (Outbound), 800 Lovejoy (Inbound)"
212511,195 Forest Parkway (Inbound)
212510,"193 Morrow / Jonesboro (Inbound), 195 Forest Parkway (Outbound)"
212509,195 Forest Parkway (Inbound)
212508,"191a Riverdale / Charlotte Woods (Inbound), 191b Riverdale / Flint River (Inbound)"
212507,"191a Riverdale / Charlotte Woods (Outbound), 191b Riverdale / Flint River (Outbound)"
212506,"191a Riverdale / Charlotte Woods (Inbound), 192 Old Dixie / Tara Boulevard (Inbound)"
212505,"191a Riverdale / Charlotte Woods (Outbound), 191b Riverdale / Flint River (Outbound), 192 Old Dixie / Tara Boulevard (Outbound)"
212504,193 Morrow / Jonesboro (Inbound)
212503,193 Morrow / Jonesboro (Outbound)
212502,"192 Old Dixie / Tara Boulevard (Inbound), 193 Morrow / Jonesboro (Inbound)"
212501,192 Old Dixie / Tara Boulevard (Outbound)
212500,192 Old Dixie / Tara Boulevard (Outbound)
212499,"192 Old Dixie / Tara Boulevard (Inbound), 193 Morrow / Jonesboro (Inbound)"
212496,"191a Riverdale / Charlotte Woods (Inbound), 192 Old Dixie / Tara Boulevard (Inbound)"
212495,192 Old Dixie / Tara Boulevard (Inbound)
212494,192 Old Dixie / Tara Boulevard (Outbound)
212492,192 Old Dixie / Tara Boulevard (Inbound)
212490,193 Morrow / Jonesboro (Inbound)
212489,193 Morrow / Jonesboro (Inbound)
212488,193 Morrow / Jonesboro (Inbound)
212487,197 Battle Creek Road (Inbound)
212486,197 Battle Creek Road (Inbound)
212485,197 Battle Creek Road (Inbound)
212483,197 Battle Creek Road (Inbound)
212482,192 Old Dixie / Tara Boulevard (Inbound)
212481,192 Old Dixie / Tara Boulevard (Inbound)
212480,192 Old Dixie / Tara Boulevard (Inbound)
212479,192 Old Dixie / Tara Boulevard (Inbound)
212478,192 Old Dixie / Tara Boulevard (Outbound)
212477,192 Old Dixie / Tara Boulevard (Outbound)
212476,192 Old Dixie / Tara Boulevard (Outbound)
212475,192 Old Dixie / Tara Boulevard (Outbound)
212474,192 Old Dixie / Tara Boulevard (Outbound)
212473,197 Battle Creek Road (Outbound)
212471,197 Battle Creek Road (Outbound)
212470,197 Battle Creek Road (Outbound)
212469,197 Battle Creek Road (Outbound)
212468,193 Morrow / Jonesboro (Outbound)
212467,193 Morrow / Jonesboro (Outbound)
212466,193 Morrow / Jonesboro (Outbound)
212465,193 Morrow / Jonesboro (Outbound)
212464,193 Morrow / Jonesboro (Outbound)
212463,800 Lovejoy (Inbound)
212462,800 Lovejoy (Inbound)
212460,800 Lovejoy (Inbound)
212459,800 Lovejoy (Inbound)
212458,800 Lovejoy (Inbound)
212457,800 Lovejoy (Inbound)
212456,800 Lovejoy (Inbound)
212455,800 Lovejoy (Inbound)
212454,800 Lovejoy (Inbound)
212453,800 Lovejoy (Inbound)
212452,800 Lovejoy (Inbound)
212451,800 Lovejoy (Inbound)
212450,195 Forest Parkway (Inbound)
212449,195 Forest Parkway (Inbound)
212448,195 Forest Parkway (Inbound)
212447,195 Forest Parkway (Outbound)
212446,195 Forest Parkway (Outbound)
212445,195 Forest Parkway (Outbound)
212444,195 Forest Parkway (Inbound)
212443,195 Forest Parkway (Outbound)
212442,195 Forest Parkway (Outbound)
212439,"191a Riverdale / Charlotte Woods (Inbound&Outbound), 191b Riverdale / Flint River (Inbound&Outbound)"
212438,"191a Riverdale / Charlotte Woods (Inbound), 191b Riverdale / Flint River (Inbound)"
212437,"191a Riverdale / Charlotte Woods (Inbound), 191b Riverdale / Flint River (Inbound)"
212436,"191a Riverdale / Charlotte Woods (Inbound), 198 Southlake Parkway (Outbound)"
212435,"191a Riverdale / Charlotte Woods (Inbound), 198 Southlake Parkway (Outbound)"
212434,"191a Riverdale / Charlotte Woods (Inbound), 198 Southlake Parkway (Outbound)"
212433,"191a Riverdale / Charlotte Woods (Inbound), 198 Southlake Parkway (Outbound)"
212432,"191a Riverdale / Charlotte Woods (Inbound), 198 Southlake Parkway (Outbound)"
212424,"191a Riverdale / Charlotte Woods (Inbound), 198 Southlake Parkway (Outbound)"
212431,191a Riverdale / Charlotte Woods (Inbound)
212430,191a Riverdale / Charlotte Woods (Inbound)
212429,191a Riverdale / Charlotte Woods (Outbound)
212428,191b Riverdale / Flint River (Inbound)
212427,191a Riverdale / Charlotte Woods (Outbound)
212426,"191a Riverdale / Charlotte Woods (Outbound), 198 Southlake Parkway (Inbound)"
212425,"191a Riverdale / Charlotte Woods (Outbound), 198 Southlake Parkway (Inbound)"
212423,"191a Riverdale / Charlotte Woods (Outbound), 198 Southlake Parkway (Inbound)"
212422,"191a Riverdale / Charlotte Woods (Outbound), 198 Southlake Parkway (Inbound)"
212421,"191a Riverdale / Charlotte Woods (Outbound), 198 Southlake Parkway (Inbound)"
212420,"191a Riverdale / Charlotte Woods (Outbound), 198 Southlake Parkway (Inbound)"
212419,"191a Riverdale / Charlotte Woods (Inbound), 191b Riverdale / Flint River (Inbound), 198 Southlake Parkway (Outbound), 89b Old National Highway / Riverdale (Outbound)"
212418,191b Riverdale / Flint River (Inbound)
212417,191b Riverdale / Flint River (Inbound)
212416,191b Riverdale / Flint River (Inbound)
212415,191b Riverdale / Flint River (Inbound)
212414,191b Riverdale / Flint River (Inbound)
212413,191b Riverdale / Flint River (Inbound)
212412,191b Riverdale / Flint River (Inbound)
212411,191b Riverdale / Flint River (Inbound)
212410,191b Riverdale / Flint River (Inbound)
212409,191b Riverdale / Flint River (Inbound)
212408,191b Riverdale / Flint River (Inbound)
212407,191b Riverdale / Flint River (Inbound)
212406,191b Riverdale / Flint River (Inbound)
212405,191b Riverdale / Flint River (Inbound)
212404,191b Riverdale / Flint River (Inbound)
212403,191b Riverdale / Flint River (Inbound)
212402,191b Riverdale / Flint River (Inbound)
212401,191b Riverdale / Flint River (Inbound)
212400,191b Riverdale / Flint River (Inbound)
212399,191b Riverdale / Flint River (Inbound)
212398,191b Riverdale / Flint River (Inbound)
212397,191b Riverdale / Flint River (Outbound)
212396,191b Riverdale / Flint River (Outbound)
212395,191b Riverdale / Flint River (Outbound)
212394,191b Riverdale / Flint River (Outbound)
212393,191b Riverdale / Flint River (Outbound)
212392,191b Riverdale / Flint River (Outbound)
212391,195 Forest Parkway (Inbound)
212390,191b Riverdale / Flint River (Outbound)
212389,191b Riverdale / Flint River (Outbound)
212388,191b Riverdale / Flint River (Outbound)
212387,191b Riverdale / Flint River (Outbound)
212386,191b Riverdale / Flint River (Outbound)
212385,191b Riverdale / Flint River (Outbound)
212384,191b Riverdale / Flint River (Outbound)
212383,191b Riverdale / Flint River (Outbound)
212382,191b Riverdale / Flint River (Outbound)
212381,191b Riverdale / Flint River (Outbound)
212380,191b Riverdale / Flint River (Outbound)
212379,191b Riverdale / Flint River (Outbound)
212378,191b Riverdale / Flint River (Outbound)
212377,191b Riverdale / Flint River (Outbound)
212376,191b Riverdale / Flint River (Outbound)
212375,191b Riverdale / Flint River (Outbound)
212374,"191a Riverdale / Charlotte Woods (Outbound), 191b Riverdale / Flint River (Outbound)"
212373,"191a Riverdale / Charlotte Woods (Outbound), 191b Riverdale / Flint River (Outbound)"
212372,"191a Riverdale / Charlotte Woods (Outbound), 191b Riverdale / Flint River (Outbound)"
212370,"191a Riverdale / Charlotte Woods (Inbound), 191b Riverdale / Flint River (Inbound)"
212369,"191a Riverdale / Charlotte Woods (Inbound), 191b Riverdale / Flint River (Inbound)"
212368,"191a Riverdale / Charlotte Woods (Inbound), 191b Riverdale / Flint River (Inbound)"
212367,"191a Riverdale / Charlotte Woods (Outbound), 191b Riverdale / Flint River (Outbound)"
212366,"191a Riverdale / Charlotte Woods (Outbound), 191b Riverdale / Flint River (Outbound)"
212365,"191a Riverdale / Charlotte Woods (Outbound), 191b Riverdale / Flint River (Outbound)"
212363,195 Forest Parkway (Inbound)
212362,195 Forest Parkway (Outbound)
212361,195 Forest Parkway (Outbound)
212360,195 Forest Parkway (Outbound)
212359,"193 Morrow / Jonesboro (Inbound), 195 Forest Parkway (Outbound)"
212358,"193 Morrow / Jonesboro (Inbound), 195 Forest Parkway (Outbound)"
212357,195 Forest Parkway (Outbound)
212356,195 Forest Parkway (Outbound)
212355,195 Forest Parkway (Outbound)
212354,195 Forest Parkway (Inbound)
212353,"193 Morrow / Jonesboro (Outbound), 195 Forest Parkway (Inbound), 55 Jonesboro (Inbound&Outbound)"
212352,"195 Forest Parkway (Inbound), 55 Jonesboro (Inbound)"
212351,195 Forest Parkway (Inbound)
212350,195 Forest Parkway (Inbound)
212349,195 Forest Parkway (Inbound)
212348,195 Forest Parkway (Inbound)
212347,195 Forest Parkway (Inbound)
212346,195 Forest Parkway (Outbound)
212345,195 Forest Parkway (Outbound)
212344,195 Forest Parkway (Outbound)
212343,195 Forest Parkway (Outbound)
212342,195 Forest Parkway (Inbound)
212341,195 Forest Parkway (Inbound)
212340,195 Forest Parkway (Inbound)
212339,195 Forest Parkway (Inbound)
212338,"187 Airport Loop (Inbound), 195 Forest Parkway (Outbound)"
212337,"187 Airport Loop (Inbound), 195 Forest Parkway (Outbound)"
212336,"187 Airport Loop (Inbound), 195 Forest Parkway (Outbound)"
212335,195 Forest Parkway (Inbound)
212334,195 Forest Parkway (Inbound)
212333,195 Forest Parkway (Inbound)
212332,195 Forest Parkway (Inbound)
213448,84b Washington CCW loop (Inbound)
212238,"191a Riverdale / Charlotte Woods (Inbound), 191b Riverdale / Flint River (Inbound)"
212237,"191a Riverdale / Charlotte Woods (Inbound), 191b Riverdale / Flint River (Inbound), 89b Old National Highway / Riverdale (Inbound)"
212236,"191a Riverdale / Charlotte Woods (Inbound&Outbound), 191b Riverdale / Flint River (Inbound&Outbound), 192 Old Dixie / Tara Boulevard (Inbound&Outbound), 800 Lovejoy (Inbound)"
212235,"187 Airport Loop (Inbound), 195 Forest Parkway (Outbound)"
212234,"193 Morrow / Jonesboro (Outbound), 195 Forest Parkway (Inbound)"
212233,195 Forest Parkway (Inbound)
212231,195 Forest Parkway (Outbound)
213452,84b Washington CCW loop (Inbound)
212230,156 Boulder Park (Inbound)
213522,182 Fulton Hwy / Union City (Inbound)
213489,89a Old National Highway / Flat Shoals (Outbound)
