StopAbbr,BusStopType,LineAbbr,IsTP,IsEOL,Helper-0,Helper-1,Helper-2,Helper-3,Helper-4,Helper-5,Helper-6,Helper-7,Helper-8,Helper-9,Helper-10,Helper-11,EOL-0,EOL-1,EOL-2,EOL-3,EOL-4,EOL-5,EOL-6,EOL-7,EOL-8,EOL-9,EOL-10,EOL-11,EOL-12,CountEOL
128144,SGN,9,FALSE,FALSE,128144-9-Eastbound-22,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
128146,SGN,9,FALSE,FALSE,128146-9-Eastbound-23,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
128151,SGN,32,FALSE,FALSE,128151-32-Southbound-25,,,,,,,,,,,,South Park Blvd,,,,,,,,,,,,,1
128152,SGN,32,TRUE,FALSE,128152-32-Southbound-28,,,,,,,,,,,,South Park Blvd,,,,,,,,,,,,,1
128153,SGN,32,FALSE,FALSE,128153-32-Southbound-26,,,,,,,,,,,,South Park Blvd,,,,,,,,,,,,,1
128158,SGN,32,FALSE,FALSE,128158-32-Southbound-32,,,,,,,,,,,,South Park Blvd,,,,,,,,,,,,,1
128169,SGN,34,FALSE,FALSE,128169-34-Southbound-29,,,,,,,,,,,,GSU Perimeter Colg,,,,,,,,,,,,,1
128170,SGN,34,FALSE,FALSE,128170-34-Southbound-31,,,,,,,,,,,,GSU Perimeter Colg,,,,,,,,,,,,,1
128176,SGN,32,FALSE,FALSE,128176-32-Southbound-29,,,,,,,,,,,,South Park Blvd,,,,,,,,,,,,,1
128184,SGN,32,FALSE,FALSE,128184-32-Southbound-27,,,,,,,,,,,,South Park Blvd,,,,,,,,,,,,,1
128186,SGN,32,FALSE,FALSE,128186-32-Southbound-31,,,,,,,,,,,,South Park Blvd,,,,,,,,,,,,,1
128190,SNT,9,FALSE,FALSE,128190-9-Westbound-33,,,,,,,,,,,,King Memorial Stn,,,,,,,,,,,,,1
128192,SGN,32,FALSE,FALSE,128192-32-Southbound-23,,,,,,,,,,,,South Park Blvd,,,,,,,,,,,,,1
128196,SGN,32,FALSE,FALSE,128196-32-Southbound-30,,,,,,,,,,,,South Park Blvd,,,,,,,,,,,,,1
129002,SGN,34,FALSE,FALSE,129002-34-Northbound-19,,,,,,,,,,,,East Lake Stn,,,,,,,,,,,,,1
129005,SGN,74,FALSE,FALSE,129005-74-Westbound-20,,,,,,,,,,,,Inman Park Stn,,,,,,,,,,,,,1
129006,SGN,34,FALSE,FALSE,129006-34-Northbound-22,,,,,,,,,,,,East Lake Stn,,,,,,,,,,,,,1
129008,SGN,34,FALSE,FALSE,129008-34-Northbound-23,,,,,,,,,,,,East Lake Stn,,,,,,,,,,,,,1
129009,SGN,74,FALSE,FALSE,129009-74-Westbound-28,,,,,,,,,,,,Inman Park Stn,,,,,,,,,,,,,1
129010,SGN,34,FALSE,FALSE,129010-34-Northbound-24,,,,,,,,,,,,East Lake Stn,,,,,,,,,,,,,1
129011,SGN,74,FALSE,FALSE,129011-74-Westbound-29,,,,,,,,,,,,Inman Park Stn,,,,,,,,,,,,,1
129012,SGN,34,FALSE,FALSE,129012-34-Northbound-25,,,,,,,,,,,,East Lake Stn,,,,,,,,,,,,,1
129014,SGN,34,FALSE,FALSE,129014-34-Northbound-31,,,,,,,,,,,,East Lake Stn,,,,,,,,,,,,,1
129016,SGN,34,FALSE,FALSE,129016-34-Northbound-26,,,,,,,,,,,,East Lake Stn,,,,,,,,,,,,,1
129018,BEN,34,FALSE,FALSE,129018-34-Northbound-30,,,,,,,,,,,,East Lake Stn,,,,,,,,,,,,,1
129022,BEN,34,FALSE,FALSE,129022-34-Northbound-41,,,,,,,,,,,,East Lake Stn,,,,,,,,,,,,,1
129050,SGN,74,FALSE,FALSE,129050-74-Westbound-27,,,,,,,,,,,,Inman Park Stn,,,,,,,,,,,,,1
129060,SGN,74,FALSE,FALSE,129060-74-Eastbound-31,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
129064,SGN,74,FALSE,FALSE,129064-74-Eastbound-35,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
129066,SGN,34,FALSE,FALSE,129066-34-Southbound-53,,,,,,,,,,,,GSU Perimeter Colg,,,,,,,,,,,,,1
129094,SGN,34,TRUE,FALSE,129094-34-Northbound-13,,,,,,,,,,,,East Lake Stn,,,,,,,,,,,,,1
129096,SGN,34,FALSE,FALSE,129096-34-Northbound-14,,,,,,,,,,,,East Lake Stn,,,,,,,,,,,,,1
129098,SGN,34,FALSE,FALSE,129098-34-Northbound-17,,,,,,,,,,,,East Lake Stn,,,,,,,,,,,,,1
129100,SGN,34,FALSE,FALSE,129100-34-Northbound-18,,,,,,,,,,,,East Lake Stn,,,,,,,,,,,,,1
129107,SGN,34,FALSE,FALSE,129107-34-Northbound-20,,,,,,,,,,,,East Lake Stn,,,,,,,,,,,,,1
129120,SGN,9,FALSE,FALSE,129120-9-Westbound-16,,,,,,,,,,,,King Memorial Stn,,,,,,,,,,,,,1
129122,SGN,9,FALSE,FALSE,129122-9-Westbound-17,,,,,,,,,,,,King Memorial Stn,,,,,,,,,,,,,1
129124,SGN,9,FALSE,FALSE,129124-9-Westbound-18,,,,,,,,,,,,King Memorial Stn,,,,,,,,,,,,,1
129126,SGN,9,FALSE,FALSE,129126-9-Westbound-19,,,,,,,,,,,,King Memorial Stn,,,,,,,,,,,,,1
129152,SGN,34,FALSE,FALSE,129152-34-Northbound-47,,,,,,,,,,,,East Lake Stn,,,,,,,,,,,,,1
129164,SAT,9,FALSE,FALSE,129164-9-Eastbound-38,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
129166,SGN,9,FALSE,FALSE,129166-9-Eastbound-39,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
129168,SGN,9,FALSE,FALSE,129168-9-Eastbound-40,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
129169,SGN,9,FALSE,FALSE,129169-9-Eastbound-41,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
129180,STR,15;9,FALSE,FALSE,129180-15-Southbound-33,129180-9-Eastbound-51,,,,,,,,,,,Rainbow Village,Bouldercrest Rd,Linecrest Rd,,,,,,,,,,,3
129182,SGN,34,FALSE,FALSE,129182-34-Southbound-20,,,,,,,,,,,,GSU Perimeter Colg,,,,,,,,,,,,,1
129186,SGN,34,FALSE,FALSE,129186-34-Southbound-21,,,,,,,,,,,,GSU Perimeter Colg,,,,,,,,,,,,,1
129190,SGN,9,FALSE,FALSE,129190-9-Eastbound-42,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
129192,SGN,9,FALSE,FALSE,129192-9-Westbound-14,,,,,,,,,,,,King Memorial Stn,,,,,,,,,,,,,1
129198,SGN,9,FALSE,FALSE,129198-9-Westbound-15,,,,,,,,,,,,King Memorial Stn,,,,,,,,,,,,,1
129202,SGN,9,FALSE,FALSE,129202-9-Eastbound-37,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
129204,SGN,9,FALSE,FALSE,129204-9-Eastbound-36,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
129206,SGN,9,FALSE,FALSE,129206-9-Westbound-20,,,,,,,,,,,,King Memorial Stn,,,,,,,,,,,,,1
129212,SGN,34,FALSE,FALSE,129212-34-Northbound-45,,,,,,,,,,,,East Lake Stn,,,,,,,,,,,,,1
129214,SGN,34,FALSE,FALSE,129214-34-Northbound-46,,,,,,,,,,,,East Lake Stn,,,,,,,,,,,,,1
129218,STR,15;9,FALSE,FALSE,129218-15-Southbound-30,129218-9-Eastbound-48,,,,,,,,,,,Rainbow Village,Bouldercrest Rd,Linecrest Rd,,,,,,,,,,,3
129220,SGN,15;9,FALSE,FALSE,129220-15-Southbound-31,129220-9-Eastbound-49,,,,,,,,,,,Rainbow Village,Bouldercrest Rd,Linecrest Rd,,,,,,,,,,,3
129222,STR,15;9,FALSE,FALSE,129222-9-Eastbound-50,129222-15-Southbound-32,,,,,,,,,,,Rainbow Village,Bouldercrest Rd,Linecrest Rd,,,,,,,,,,,3
129226,STR,15;9,FALSE,FALSE,129226-9-Westbound-7,129226-15-Northbound-50,,,,,,,,,,,King Memorial Stn,Decatur Stn,,,,,,,,,,,,2
129228,SGN,15;9,FALSE,FALSE,129228-9-Westbound-8,129228-15-Northbound-51,,,,,,,,,,,King Memorial Stn,Decatur Stn,,,,,,,,,,,,2
129230,SGN,15;9,FALSE,FALSE,129230-9-Westbound-6,129230-15-Northbound-49,,,,,,,,,,,King Memorial Stn,Decatur Stn,,,,,,,,,,,,2
129236,STR,15;9,FALSE,FALSE,129236-15-Northbound-52,129236-9-Westbound-9,,,,,,,,,,,King Memorial Stn,Decatur Stn,,,,,,,,,,,,2
129240,SGN,74,FALSE,FALSE,129240-74-Westbound-10,,,,,,,,,,,,Inman Park Stn,,,,,,,,,,,,,1
129242,SGN,74,FALSE,FALSE,129242-74-Westbound-11,,,,,,,,,,,,Inman Park Stn,,,,,,,,,,,,,1
129244,SGN,74,FALSE,FALSE,129244-74-Westbound-12,,,,,,,,,,,,Inman Park Stn,,,,,,,,,,,,,1
129246,SGN,74,FALSE,FALSE,129246-74-Westbound-13,,,,,,,,,,,,Inman Park Stn,,,,,,,,,,,,,1
129250,SGN,74,FALSE,FALSE,129250-74-Westbound-14,,,,,,,,,,,,Inman Park Stn,,,,,,,,,,,,,1
129282,SGN,74,FALSE,FALSE,129282-74-Westbound-21,,,,,,,,,,,,Inman Park Stn,,,,,,,,,,,,,1
129284,SGN,74,FALSE,FALSE,129284-74-Eastbound-37,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
129286,SGN,74,FALSE,FALSE,129286-74-Eastbound-38,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
129292,SNT,74,TRUE,FALSE,129292-74-Eastbound-39,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
129293,SGN,74,FALSE,FALSE,129293-74-Eastbound-47,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
129294,SNT,74,TRUE,FALSE,129294-74-Westbound-19,,,,,,,,,,,,Inman Park Stn,,,,,,,,,,,,,1
129296,SGN,74,FALSE,FALSE,129296-74-Eastbound-36,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
129298,SGN,74,FALSE,FALSE,129298-74-Westbound-22,,,,,,,,,,,,Inman Park Stn,,,,,,,,,,,,,1
129952,SGN,74,FALSE,FALSE,129952-74-Eastbound-45,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
129956,SGN,74,TRUE,FALSE,129956-74-Eastbound-28,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
129958,SGN,74,TRUE,FALSE,129958-74-Westbound-30,,,,,,,,,,,,Inman Park Stn,,,,,,,,,,,,,1
129960,SGN,74,FALSE,FALSE,129960-74-Eastbound-27,,,,,,,,,,,,Rainbow Village,,,,,,,,,,,,,1
130002,BEN,24,FALSE,FALSE,130002-24-Westbound-36,,,,,,,,,,,,Candler Park Stn,,,,,,,,,,,,,1
130004,SGN,24,FALSE,FALSE,130004-24-Westbound-38,,,,,,,,,,,,Candler Park Stn,,,,,,,,,,,,,1
130032,SGN,24,FALSE,FALSE,130032-24-Westbound-37,,,,,,,,,,,,Candler Park Stn,,,,,,,,,,,,,1
130034,SGN,24,FALSE,FALSE,130034-24-Westbound-39,,,,,,,,,,,,Candler Park Stn,,,,,,,,,,,,,1
130036,SGN,24,TRUE,FALSE,130036-24-Westbound-41,,,,,,,,,,,,Candler Park Stn,,,,,,,,,,,,,1
130038,SGN,24,FALSE,FALSE,130038-24-Westbound-40,,,,,,,,,,,,Candler Park Stn,,,,,,,,,,,,,1
130040,SGN,24,FALSE,FALSE,130040-24-Westbound-42,,,,,,,,,,,,Candler Park Stn,,,,,,,,,,,,,1
130042,SGN,24,FALSE,FALSE,130042-24-Westbound-43,,,,,,,,,,,,Candler Park Stn,,,,,,,,,,,,,1
130044,SGN,24,FALSE,FALSE,130044-24-Westbound-44,,,,,,,,,,,,Candler Park Stn,,,,,,,,,,,,,1
130050,SNT,9,TRUE,TRUE,130050-9-Westbound-1,,,,,,,,,,,,King Memorial Stn,,,,,,,,,,,,,1
130052,SGN,15;9,FALSE,FALSE,130052-15-Southbound-35,130052-9-Eastbound-53,,,,,,,,,,,Rainbow Village,Bouldercrest Rd,Linecrest Rd,,,,,,,,,,,3
130054,SGN,15;9,FALSE,FALSE,130054-15-Southbound-36,130054-9-Eastbound-54,,,,,,,,,,,Rainbow Village,Bouldercrest Rd,Linecrest Rd,,,,,,,,,,,3
130058,SGN,15;74,FALSE,FALSE,130058-15-Southbound-40,130058-74-Westbound-2,,,,,,,,,,,Bouldercrest Rd,Inman Park Stn,Linecrest Rd,,,,,,,,,,,3
130062,SNT,15;74,FALSE,FALSE,130062-15-Southbound-41,130062-74-Westbound-3,,,,,,,,,,,Bouldercrest Rd,Inman Park Stn,Linecrest Rd,,,,,,,,,,,3
130064,STR,15;74,FALSE,FALSE,130064-15-Southbound-42,130064-74-Westbound-4,,,,,,,,,,,Bouldercrest Rd,Inman Park Stn,Linecrest Rd,,,,,,,,,,,3
130070,STR,15;9,FALSE,FALSE,130070-15-Southbound-34,130070-9-Eastbound-52,,,,,,,,,,,Rainbow Village,Bouldercrest Rd,Linecrest Rd,,,,,,,,,,,3
130076,BEN,15,FALSE,FALSE,130076-15-Northbound-39,,,,,,,,,,,,Decatur Stn,,,,,,,,,,,,,1
130080,SNT,15,FALSE,FALSE,130080-15-Northbound-38,,,,,,,,,,,,Decatur Stn,,,,,,,,,,,,,1
130084,SAT,15,FALSE,FALSE,130084-15-Northbound-37,,,,,,,,,,,,Decatur Stn,,,,,,,,,,,,,1
130086,SAT,15;74,FALSE,FALSE,130086-15-Northbound-40,130086-74-Eastbound-55,,,,,,,,,,,Decatur Stn,Rainbow Village,,,,,,,,,,,,2
130088,BEN,15;74,FALSE,FALSE,130088-15-Northbound-43,130088-74-Eastbound-56,,,,,,,,,,,Decatur Stn,Rainbow Village,,,,,,,,,,,,2
130090,SAT,15;186;74,False;True,FALSE,130090-186-Westbound-28,130090-74-Eastbound-57,130090-15-Northbound-44,,,,,,,,,,Decatur Stn,Rainbow Village,Five Points Stn,,,,,,,,,,,3
130092,SAT,15;9,FALSE,FALSE,130092-15-Northbound-45,130092-9-Westbound-2,,,,,,,,,,,King Memorial Stn,Decatur Stn,,,,,,,,,,,,2
130094,SGN,15;9,FALSE,FALSE,130094-9-Westbound-3,130094-15-Northbound-46,,,,,,,,,,,King Memorial Stn,Decatur Stn,,,,,,,,,,,,2
130096,SAT,15;9,FALSE,FALSE,130096-9-Westbound-4,130096-15-Northbound-47,,,,,,,,,,,King Memorial Stn,Decatur Stn,,,,,,,,,,,,2
130098,SNT,15;9,FALSE,FALSE,130098-15-Northbound-48,130098-9-Westbound-5,,,,,,,,,,,King Memorial Stn,Decatur Stn,,,,,,,,,,,,2
130100,SGN,15,FALSE,FALSE,130100-15-Southbound-44,,,,,,,,,,,,Bouldercrest Rd,Linecrest Rd,,,,,,,,,,,,2
130102,SGN,15,FALSE,FALSE,130102-15-Southbound-45,,,,,,,,,,,,Bouldercrest Rd,Linecrest Rd,,,,,,,,,,,,2
130104,SGN,186,FALSE,FALSE,130104-186-Westbound-16,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
130106,SGN,186,FALSE,FALSE,130106-186-Westbound-17,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
130108,SGN,186,FALSE,FALSE,130108-186-Westbound-18,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
130112,SAT,186,FALSE,FALSE,130112-186-Westbound-20,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
130114,SGN,186,FALSE,FALSE,130114-186-Westbound-21,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
130116,SGN,186,FALSE,FALSE,130116-186-Westbound-23,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
130117,SGN,186,FALSE,FALSE,130117-186-Eastbound-18,,,,,,,,,,,,Snapfinger Wds Dr,,,,,,,,,,,,,1
130118,SNT,186,FALSE,FALSE,130118-186-Westbound-25,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
130120,SNT,186,FALSE,FALSE,130120-186-Westbound-26,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
130122,SAT,186,TRUE,FALSE,130122-186-Westbound-27,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
130124,SGN,114,FALSE,FALSE,130124-114-Northbound-20,,,,,,,,,,,,Avondale Stn,,,,,,,,,,,,,1
130126,SGN,114,FALSE,FALSE,130126-114-Northbound-19,,,,,,,,,,,,Avondale Stn,,,,,,,,,,,,,1
130128,BEN,114,FALSE,FALSE,130128-114-Northbound-18,,,,,,,,,,,,Avondale Stn,,,,,,,,,,,,,1
130134,SGN,114,FALSE,FALSE,130134-114-Southbound-37,,,,,,,,,,,,GSU Perimeter Colg,,,,,,,,,,,,,1
130136,SGN,114,FALSE,FALSE,130136-114-Southbound-38,,,,,,,,,,,,GSU Perimeter Colg,,,,,,,,,,,,,1
130140,SGN,114,FALSE,FALSE,130140-114-Southbound-40,,,,,,,,,,,,GSU Perimeter Colg,,,,,,,,,,,,,1
130142,SGN,114,FALSE,FALSE,130142-114-Southbound-41,,,,,,,,,,,,GSU Perimeter Colg,,,,,,,,,,,,,1
130144,SGN,114,FALSE,FALSE,130144-114-Southbound-43,,,,,,,,,,,,GSU Perimeter Colg,,,,,,,,,,,,,1
130146,SGN,114,FALSE,FALSE,130146-114-Southbound-44,,,,,,,,,,,,GSU Perimeter Colg,,,,,,,,,,,,,1
130148,SGN,114,FALSE,FALSE,130148-114-Southbound-45,,,,,,,,,,,,GSU Perimeter Colg,,,,,,,,,,,,,1
130156,BEN,114,FALSE,FALSE,130156-114-Northbound-9,,,,,,,,,,,,Avondale Stn,,,,,,,,,,,,,1
130158,SNT,114,FALSE,FALSE,130158-114-Northbound-10,,,,,,,,,,,,Avondale Stn,,,,,,,,,,,,,1
130160,SGN,114,FALSE,FALSE,130160-114-Northbound-11,,,,,,,,,,,,Avondale Stn,,,,,,,,,,,,,1
130162,SGN,114,FALSE,FALSE,130162-114-Northbound-13,,,,,,,,,,,,Avondale Stn,,,,,,,,,,,,,1
130164,SGN,114,FALSE,FALSE,130164-114-Northbound-14,,,,,,,,,,,,Avondale Stn,,,,,,,,,,,,,1
130166,SGN,114,TRUE,FALSE,130166-114-Northbound-15,,,,,,,,,,,,Avondale Stn,,,,,,,,,,,,,1
130168,SAT,114,FALSE,FALSE,130168-114-Northbound-16,,,,,,,,,,,,Avondale Stn,,,,,,,,,,,,,1
130169,SNT,114,FALSE,FALSE,130169-114-Northbound-17,,,,,,,,,,,,Avondale Stn,,,,,,,,,,,,,1
130178,SAT,186,TRUE,FALSE,130178-186-Eastbound-15,,,,,,,,,,,,Snapfinger Wds Dr,,,,,,,,,,,,,1
130180,SGN,186,FALSE,FALSE,130180-186-Eastbound-16,,,,,,,,,,,,Snapfinger Wds Dr,,,,,,,,,,,,,1
130182,SGN,186,FALSE,FALSE,130182-186-Eastbound-17,,,,,,,,,,,,Snapfinger Wds Dr,,,,,,,,,,,,,1
130184,SGN,186,FALSE,FALSE,130184-186-Eastbound-20,,,,,,,,,,,,Snapfinger Wds Dr,,,,,,,,,,,,,1
130185,SGN,186,FALSE,FALSE,130185-186-Westbound-19,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
130186,BEN,186,FALSE,FALSE,130186-186-Eastbound-21,,,,,,,,,,,,Snapfinger Wds Dr,,,,,,,,,,,,,1
130187,SGN,186,FALSE,FALSE,130187-186-Eastbound-22,,,,,,,,,,,,Snapfinger Wds Dr,,,,,,,,,,,,,1
130188,SGN,186,FALSE,FALSE,130188-186-Eastbound-24,,,,,,,,,,,,Snapfinger Wds Dr,,,,,,,,,,,,,1
130189,SGN,186,FALSE,FALSE,130189-186-Eastbound-25,,,,,,,,,,,,Snapfinger Wds Dr,,,,,,,,,,,,,1
130191,SGN,186,FALSE,FALSE,130191-186-Eastbound-26,,,,,,,,,,,,Snapfinger Wds Dr,,,,,,,,,,,,,1
130193,SGN,186,FALSE,FALSE,130193-186-Eastbound-27,,,,,,,,,,,,Snapfinger Wds Dr,,,,,,,,,,,,,1
130194,SGN,114,FALSE,FALSE,130194-114-Southbound-34,,,,,,,,,,,,GSU Perimeter Colg,,,,,,,,,,,,,1
130196,SGN,114,FALSE,FALSE,130196-114-Southbound-36,,,,,,,,,,,,GSU Perimeter Colg,,,,,,,,,,,,,1
130198,SAT,15,FALSE,FALSE,130198-15-Northbound-42,,,,,,,,,,,,Decatur Stn,,,,,,,,,,,,,1
130200,SAT,15,FALSE,FALSE,130200-15-Northbound-41,,,,,,,,,,,,Decatur Stn,,,,,,,,,,,,,1
130202,SGN,114,FALSE,FALSE,130202-114-Northbound-12,,,,,,,,,,,,Avondale Stn,,,,,,,,,,,,,1
130204,SGN,114,FALSE,FALSE,130204-114-Southbound-42,,,,,,,,,,,,GSU Perimeter Colg,,,,,,,,,,,,,1
130208,SGN,114,FALSE,FALSE,130208-114-Southbound-35,,,,,,,,,,,,GSU Perimeter Colg,,,,,,,,,,,,,1
130214,SAT,15;186,False;True,FALSE,130214-186-Eastbound-14,130214-15-Southbound-37,,,,,,,,,,,Bouldercrest Rd,Snapfinger Wds Dr,Linecrest Rd,,,,,,,,,,,3
130218,SGN,186,FALSE,FALSE,130218-186-Westbound-22,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
130220,SGN,186,FALSE,FALSE,130220-186-Westbound-24,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
130222,SGN,114,FALSE,FALSE,130222-114-Southbound-33,,,,,,,,,,,,GSU Perimeter Colg,,,,,,,,,,,,,1
130224,SGN,186,FALSE,FALSE,130224-186-Eastbound-23,,,,,,,,,,,,Snapfinger Wds Dr,,,,,,,,,,,,,1
130226,BEN,114,TRUE,FALSE,130226-114-Southbound-39,,,,,,,,,,,,GSU Perimeter Colg,,,,,,,,,,,,,1
131002,BEN,111;86,FALSE,FALSE,131002-111-Westbound-44,131002-86-Westbound-32,,,,,,,,,,,Kensington Stn,Indian Creek Stn,,,,,,,,,,,,2
131005,SGN,111,TRUE,FALSE,131005-111-Westbound-47,,,,,,,,,,,,Indian Creek Stn,,,,,,,,,,,,,1
131010,SGN,186,FALSE,FALSE,131010-186-Eastbound-36,,,,,,,,,,,,Snapfinger Wds Dr,,,,,,,,,,,,,1
131014,SND,186,FALSE,FALSE,131014-186-Eastbound-38,,,,,,,,,,,,Snapfinger Wds Dr,,,,,,,,,,,,,1
131020,SNT,186,FALSE,FALSE,131020-186-Westbound-6,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
131022,SGN,186,FALSE,FALSE,131022-186-Westbound-7,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
131024,SGN,186,FALSE,FALSE,131024-186-Westbound-8,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
131026,SGN,186,FALSE,FALSE,131026-186-Westbound-9,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
131028,SGN,186,FALSE,FALSE,131028-186-Westbound-10,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
131030,SNT,186,FALSE,FALSE,131030-186-Westbound-12,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
131032,SGN,186,FALSE,FALSE,131032-186-Westbound-13,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
131034,SGN,186,FALSE,FALSE,131034-186-Westbound-14,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
131036,SGN,186,FALSE,FALSE,131036-186-Westbound-15,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
131040,SGN,86,FALSE,FALSE,131040-86-Westbound-44,,,,,,,,,,,,Kensington Stn,,,,,,,,,,,,,1
131042,SNT,86,FALSE,FALSE,131042-86-Westbound-42,,,,,,,,,,,,Kensington Stn,,,,,,,,,,,,,1
131046,SGN,86,FALSE,FALSE,131046-86-Westbound-41,,,,,,,,,,,,Kensington Stn,,,,,,,,,,,,,1
131048,SGN,86,FALSE,FALSE,131048-86-Westbound-40,,,,,,,,,,,,Kensington Stn,,,,,,,,,,,,,1
131050,BEN,86,FALSE,FALSE,131050-86-Westbound-39,,,,,,,,,,,,Kensington Stn,,,,,,,,,,,,,1
131052,SGN,86,FALSE,FALSE,131052-86-Westbound-38,,,,,,,,,,,,Kensington Stn,,,,,,,,,,,,,1
131054,SGN,86,FALSE,FALSE,131054-86-Westbound-37,,,,,,,,,,,,Kensington Stn,,,,,,,,,,,,,1
131056,SAT,86,TRUE,FALSE,131056-86-Westbound-35,,,,,,,,,,,,Kensington Stn,,,,,,,,,,,,,1
131058,SGN,186,FALSE,FALSE,131058-186-Eastbound-41,,,,,,,,,,,,Snapfinger Wds Dr,,,,,,,,,,,,,1
131060,SGN,186,FALSE,FALSE,131060-186-Eastbound-30,,,,,,,,,,,,Snapfinger Wds Dr,,,,,,,,,,,,,1
131062,BEN,186,FALSE,FALSE,131062-186-Eastbound-35,,,,,,,,,,,,Snapfinger Wds Dr,,,,,,,,,,,,,1
131075,SGN,86,FALSE,FALSE,131075-86-Eastbound-31,,,,,,,,,,,,Mall at Stonecrest,,,,,,,,,,,,,1
131076,SGN,86,FALSE,FALSE,131076-86-Eastbound-33,,,,,,,,,,,,Mall at Stonecrest,,,,,,,,,,,,,1
131077,SGN,86,FALSE,FALSE,131077-86-Eastbound-39,,,,,,,,,,,,Mall at Stonecrest,,,,,,,,,,,,,1
131078,SGN,86,FALSE,FALSE,131078-86-Eastbound-34,,,,,,,,,,,,Mall at Stonecrest,,,,,,,,,,,,,1
131080,SGN,86,FALSE,FALSE,131080-86-Eastbound-40,,,,,,,,,,,,Mall at Stonecrest,,,,,,,,,,,,,1
131084,SGN,111,FALSE,FALSE,131084-111-Westbound-49,,,,,,,,,,,,Indian Creek Stn,,,,,,,,,,,,,1
131086,SGN,111,FALSE,FALSE,131086-111-Westbound-50,,,,,,,,,,,,Indian Creek Stn,,,,,,,,,,,,,1
131088,SGN,111,FALSE,FALSE,131088-111-Eastbound-31,,,,,,,,,,,,Mall at Stonecrest,,,,,,,,,,,,,1
131090,SGN,111,FALSE,FALSE,131090-111-Eastbound-32,,,,,,,,,,,,Mall at Stonecrest,,,,,,,,,,,,,1
131092,SGN,111,FALSE,FALSE,131092-111-Eastbound-33,,,,,,,,,,,,Mall at Stonecrest,,,,,,,,,,,,,1
131094,BEN,111,FALSE,FALSE,131094-111-Eastbound-34,,,,,,,,,,,,Mall at Stonecrest,,,,,,,,,,,,,1
131096,SNT,111;186;86,False;True,FALSE,131096-111-Eastbound-35,131096-86-Eastbound-42,131096-186-Eastbound-42,,,,,,,,,,Mall at Stonecrest,Mall at Stonecrest,Snapfinger Wds Dr,,,,,,,,,,,3
131129,SGN,186,FALSE,FALSE,131129-186-Westbound-11,,,,,,,,,,,,Five Points Stn,,,,,,,,,,,,,1
131130,BEN,111;86,FALSE,FALSE,131130-111-Eastbound-39,131130-86-Eastbound-46,,,,,,,,,,,Mall at Stonecrest,Mall at Stonecrest,,,,,,,,,,,,2
131133,SNT,111;86,FALSE,FALSE,131133-86-Westbound-31,131133-111-Westbound-43,,,,,,,,,,,Kensington Stn,Indian Creek Stn,,,,,,,,,,,,2
131136,SGN,86,FALSE,FALSE,131136-86-Eastbound-32,,,,,,,,,,,,Mall at Stonecrest,,,,,,,,,,,,,1
