StopAbbr,Route_EOL_existing,Route_EOL_bnr,_merge,Unchanged
115185,['832_Woodland Ave'],['7_Lindbergh Ctr Stn'],both,FALSE
115188,['55_Five Points Stn'],"['49L_North Avenue Stn', '49_North Avenue Stn']",both,FALSE
115190,['55_Five Points Stn'],"['49L_North Avenue Stn', '49_North Avenue Stn']",both,FALSE
115192,['55_Forest Park'],"['49L_South DeKalb Mall', '49_Thomasville Heights']",both,FALSE
115194,['55_Forest Park'],"['49L_South DeKalb Mall', '49_Thomasville Heights']",both,FALSE
115202,['42_Lakewood Stn'],['55_Forest Park'],both,FALSE
115204,['55_Forest Park'],"['49L_South DeKalb Mall', '49_Thomasville Heights']",both,FALSE
115214,['49_Metro Transitional'],,left_only,FALSE
115216,['49_Five Points Stn'],,left_only,FALSE
115218,['49_Five Points Stn'],,left_only,FALSE
115220,['49_Five Points Stn'],,left_only,FALSE
115222,['55_Forest Park'],"['49L_South DeKalb Mall', '49_Thomasville Heights']",both,FALSE
116004,['9_Rainbow Village'],['7_West End Stn'],both,FALSE
116006,['9_Rainbow Village'],['7_West End Stn'],both,FALSE
116009,['9_Rainbow Village'],,left_only,FALSE
116010,['9_Rainbow Village'],,left_only,FALSE
116020,['9_King Memorial Stn'],['7_Lindbergh Ctr Stn'],both,FALSE
116024,['9_King Memorial Stn'],['7_Lindbergh Ctr Stn'],both,FALSE
116040,['832_West End Stn'],['7_Lindbergh Ctr Stn'],both,FALSE
116042,['832_West End Stn'],,left_only,FALSE
116054,['49_Metro Transitional'],['7_Lindbergh Ctr Stn'],both,FALSE
116072,['832_West End Stn'],,left_only,FALSE
116074,['49_Metro Transitional'],,left_only,FALSE
116076,['49_Metro Transitional'],,left_only,FALSE
116086,['832_West End Stn'],,left_only,FALSE
116093,['832_Woodland Ave'],['7_Lindbergh Ctr Stn'],both,FALSE
116094,['832_Woodland Ave'],['7_Lindbergh Ctr Stn'],both,FALSE
116100,['832_Woodland Ave'],,left_only,FALSE
116104,['832_Woodland Ave'],,left_only,FALSE
116116,['832_West End Stn'],['7_West End Stn'],both,FALSE
116132,['832_Woodland Ave'],,left_only,FALSE
117002,"['107_Indian Creek Stn', '32_Rainbow Village', '74_South Park Blvd']","['21_Kensington Stn', '22_Indian Creek Stn', '32_Linecrest Rd', '74_South DeKalb Mall']",both,FALSE
117004,['4_Constitution Rd'],['4_Constitution Rd'],both,TRUE
117006,['4_Constitution Rd'],['4_Constitution Rd'],both,TRUE
117007,['4_Constitution Rd'],['4_Constitution Rd'],both,TRUE
117008,['4_Constitution Rd'],['4_Constitution Rd'],both,TRUE
117010,['4_Constitution Rd'],['4_Constitution Rd'],both,TRUE
117012,['4_Constitution Rd'],['4_Constitution Rd'],both,TRUE
117014,['4_Constitution Rd'],['4_Constitution Rd'],both,TRUE
117016,['4_Constitution Rd'],['4_Constitution Rd'],both,TRUE
117018,['4_Constitution Rd'],['4_Constitution Rd'],both,TRUE
117020,['4_Constitution Rd'],['4_Constitution Rd'],both,TRUE
117022,['4_Constitution Rd'],['4_Constitution Rd'],both,TRUE
117024,['107_Georgia State Stn'],"['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
117026,['107_Georgia State Stn'],"['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
117028,['107_Georgia State Stn'],"['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
117030,['107_Georgia State Stn'],"['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
117034,['107_Indian Creek Stn'],"['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
117036,['107_Indian Creek Stn'],"['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
117038,['107_Indian Creek Stn'],"['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
117040,['107_Indian Creek Stn'],"['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
117042,"['107_Inman Park Stn', '32_Inman Park Stn', '74_Georgia State Stn']","['21_West Lake Stn', '22_Ashview Triangle', '32_Inman Park Stn', '74_Inman Park Stn']",both,FALSE
117098,['4_Inman Park Stn'],['4_Inman Park Stn'],both,TRUE
117100,['4_Inman Park Stn'],['4_Inman Park Stn'],both,TRUE
117102,['4_Inman Park Stn'],['4_Inman Park Stn'],both,TRUE
117104,['4_Inman Park Stn'],['4_Inman Park Stn'],both,TRUE
117106,['4_Inman Park Stn'],['4_Inman Park Stn'],both,TRUE
117108,['4_Inman Park Stn'],['4_Inman Park Stn'],both,TRUE
117110,['4_Inman Park Stn'],['4_Inman Park Stn'],both,TRUE
117112,['4_Inman Park Stn'],['4_Inman Park Stn'],both,TRUE
117114,['4_Inman Park Stn'],['4_Inman Park Stn'],both,TRUE
117116,['4_Inman Park Stn'],['4_Inman Park Stn'],both,TRUE
117118,"['32_Inman Park Stn', '4_Inman Park Stn', '74_Inman Park Stn']","['32_Inman Park Stn', '4_Inman Park Stn', '74_Inman Park Stn']",both,TRUE
117120,"['32_Inman Park Stn', '4_Inman Park Stn', '74_Inman Park Stn']","['32_Inman Park Stn', '4_Inman Park Stn', '74_Inman Park Stn']",both,TRUE
117121,"['32_Inman Park Stn', '4_Inman Park Stn', '74_Inman Park Stn']","['32_Inman Park Stn', '4_Inman Park Stn', '74_Inman Park Stn']",both,TRUE
117122,['4_Inman Park Stn'],['4_Inman Park Stn'],both,TRUE
117123,"['32_Inman Park Stn', '4_Inman Park Stn', '74_Inman Park Stn']","['32_Inman Park Stn', '4_Inman Park Stn', '74_Inman Park Stn']",both,TRUE
117124,['4_Inman Park Stn'],['4_Inman Park Stn'],both,TRUE
117127,"['32_Inman Park Stn', '4_Inman Park Stn', '74_Inman Park Stn']","['32_Inman Park Stn', '4_Inman Park Stn', '74_Inman Park Stn']",both,TRUE
117129,"['32_Inman Park Stn', '4_Inman Park Stn', '74_Inman Park Stn']","['32_Inman Park Stn', '4_Inman Park Stn', '74_Inman Park Stn']",both,TRUE
117131,"['32_Inman Park Stn', '4_Inman Park Stn', '74_Inman Park Stn']","['32_Inman Park Stn', '4_Inman Park Stn', '74_Inman Park Stn']",both,TRUE
118002,"['71_Fulton Ind Blvd', '73_HE Holmes Stn']",['71b_Boat Rock Rd/Reynolds Rd SW'],both,FALSE
118005,['73_Atl Gateway Pk'],,left_only,FALSE
118006,"['71_HE Holmes Stn', '73_Fulton Ind Blvd']","['71b_Boat Rock Rd/Reynolds Rd SW', '73_Boat Rock Rd/Reynolds Rd SW', '80_Boat Rock Rd SW/Westchase St', '80_East Point Stn']",both,FALSE
118010,"['71_Fulton Ind Blvd', '73_HE Holmes Stn']",['71b_Boat Rock Rd/Reynolds Rd SW'],both,FALSE
118012,"['71_Atl Gateway Pk', '73_Fulton Ind Blvd']","['71b_Boat Rock Rd/Reynolds Rd SW', '73_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
118014,['73_Atl Gateway Pk'],,left_only,FALSE
118016,['73_Atl Gateway Pk'],,left_only,FALSE
118018,['73_Atl Gateway Pk'],,left_only,FALSE
118036,['73_Atl Gateway Pk'],,left_only,FALSE
118040,['73_Atl Gateway Pk'],['80_East Point Stn'],both,FALSE
118050,['73_Atl Gateway Pk'],['80_East Point Stn'],both,FALSE
118052,['73_Atl Gateway Pk'],['80_East Point Stn'],both,FALSE
118094,['73_Atl Gateway Pk'],,left_only,FALSE
119002,"['71_HE Holmes Stn', '73_West End Stn']","['71b_Boat Rock Rd/Reynolds Rd SW', '71b_West End Stn', '73_Boat Rock Rd/Reynolds Rd SW', '73_HE Homes Stn']",both,FALSE
120012,['71_West End Stn'],['71b_West End Stn'],both,FALSE
120016,['71_Fulton Ind Blvd'],['71b_Boat Rock Rd/Reynolds Rd SW'],both,FALSE
120018,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
120024,['71_West End Stn'],"['71a_Ashley Cascade Apt', '71a_West End Stn']",both,FALSE
120026,['71_Ashley Cascade Apt'],['71a_Ashley Cascade Apt'],both,FALSE
120028,['71_West End Stn'],['71a_West End Stn'],both,FALSE
120030,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
120032,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
120034,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
120035,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
120036,['165_Barge RdP&R Lot'],['165_College Park Stn'],both,FALSE
120038,['165_Barge RdP&R Lot'],['165_College Park Stn'],both,FALSE
120042,['165_Barge RdP&R Lot'],['165_College Park Stn'],both,FALSE
120044,['165_Barge RdP&R Lot'],['165_College Park Stn'],both,FALSE
120046,['165_Barge RdP&R Lot'],['165_College Park Stn'],both,FALSE
120048,['165_Barge RdP&R Lot'],['165_College Park Stn'],both,FALSE
120050,['165_Barge RdP&R Lot'],['165_College Park Stn'],both,FALSE
120054,['165_Barge RdP&R Lot'],['165_College Park Stn'],both,FALSE
120056,['165_Barge RdP&R Lot'],['165_College Park Stn'],both,FALSE
120058,['165_Barge RdP&R Lot'],,left_only,FALSE
120064,['165_HE Holmes Stn'],,left_only,FALSE
120066,['165_HE Holmes Stn'],,left_only,FALSE
120068,['165_HE Holmes Stn'],['165_HE Holmes Stn'],both,TRUE
120070,['165_HE Holmes Stn'],['165_HE Holmes Stn'],both,TRUE
120072,['165_HE Holmes Stn'],['165_HE Holmes Stn'],both,TRUE
120074,['165_HE Holmes Stn'],['165_HE Holmes Stn'],both,TRUE
120076,['165_HE Holmes Stn'],['165_HE Holmes Stn'],both,TRUE
120078,['165_HE Holmes Stn'],['165_HE Holmes Stn'],both,TRUE
120080,['165_HE Holmes Stn'],['165_HE Holmes Stn'],both,TRUE
120084,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
120086,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
120088,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
120116,['165_HE Holmes Stn'],['165_HE Holmes Stn'],both,TRUE
120118,['165_Barge RdP&R Lot'],['165_College Park Stn'],both,FALSE
120120,['165_Barge RdP&R Lot'],['165_College Park Stn'],both,FALSE
120122,['165_HE Holmes Stn'],['165_HE Holmes Stn'],both,TRUE
120244,['165_HE Holmes Stn'],['165_HE Holmes Stn'],both,TRUE
120246,['165_HE Holmes Stn'],['165_HE Holmes Stn'],both,TRUE
120248,['165_Barge RdP&R Lot'],['165_College Park Stn'],both,FALSE
121001,"['66_Ashley Cascade Apt', '71_HE Holmes Stn']","['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
121004,['68_HE Holmes Stn'],,left_only,FALSE
121005,['68_HE Holmes Stn'],,left_only,FALSE
121010,['83_Oakland City Stn'],['83_Oakland City Stn'],both,TRUE
121011,"['121_Juliette Rd', '221_N Royal Atl Dr']","['121L_Doraville Stn', '121_Greer Cir']",both,FALSE
121012,['83_Oakland City Stn'],['83_Oakland City Stn'],both,TRUE
121013,['121_N Royal Atl Dr'],"['119_Goldsmith P&R Lot', '121L_Doraville Stn', '121_Greer Cir']",both,FALSE
121014,['83_Oakland City Stn'],['83_Oakland City Stn'],both,TRUE
121015,['121_N Royal Atl Dr'],"['119_Goldsmith P&R Lot', '121L_Doraville Stn', '121_Greer Cir']",both,FALSE
121016,['83_Oakland City Stn'],['83_Oakland City Stn'],both,TRUE
121017,['121_N Royal Atl Dr'],"['121L_Doraville Stn', '121_Greer Cir']",both,FALSE
121018,['83_Oakland City Stn'],['83_Oakland City Stn'],both,TRUE
121020,['83_Oakland City Stn'],['83_Oakland City Stn'],both,TRUE
121021,['121_N Royal Atl Dr'],"['121L_Doraville Stn', '121_Greer Cir']",both,FALSE
121024,['83_Oakland City Stn'],['83_Oakland City Stn'],both,TRUE
121025,['68_HE Holmes Stn'],,left_only,FALSE
121026,['83_Barge RdP&R Lot'],['83_Barge RdP&R Lot'],both,TRUE
121030,['83_Barge RdP&R Lot'],['83_Barge RdP&R Lot'],both,TRUE
121032,['83_Barge RdP&R Lot'],['83_Barge RdP&R Lot'],both,TRUE
121034,['83_Barge RdP&R Lot'],['83_Barge RdP&R Lot'],both,TRUE
121036,['83_Barge RdP&R Lot'],['83_Barge RdP&R Lot'],both,TRUE
121040,['83_Barge RdP&R Lot'],['83_Barge RdP&R Lot'],both,TRUE
121042,['66_Camp Crk Mktplc'],['66_Greenbriar Mall'],both,FALSE
121045,['66_Camp Crk Mktplc'],['66_Greenbriar Mall'],both,FALSE
121046,['66_Camp Crk Mktplc'],['66_Greenbriar Mall'],both,FALSE
121048,['66_Camp Crk Mktplc'],"['66_Greenbriar Mall', '66_HE Holmes Stn']",both,FALSE
121050,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
121051,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
121052,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
121058,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
121062,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
121063,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
121064,['66_HE Holmes Stn'],['66_HE Holmes Stn'],both,TRUE
121066,['66_HE Holmes Stn'],['66_HE Holmes Stn'],both,TRUE
121074,['66_Camp Crk Mktplc'],"['66_Greenbriar Mall', '66_HE Holmes Stn']",both,FALSE
121076,['66_Camp Crk Mktplc'],"['66_Greenbriar Mall', '66_HE Holmes Stn']",both,FALSE
121078,['66_Camp Crk Mktplc'],['66_Greenbriar Mall'],both,FALSE
121080,['66_Camp Crk Mktplc'],['66_Greenbriar Mall'],both,FALSE
121082,['66_Camp Crk Mktplc'],"['66_Greenbriar Mall', '66_HE Holmes Stn']",both,FALSE
121084,['66_Camp Crk Mktplc'],"['66_Greenbriar Mall', '66_HE Holmes Stn']",both,FALSE
121086,['66_Camp Crk Mktplc'],['66_Greenbriar Mall'],both,FALSE
121088,['66_Camp Crk Mktplc'],['66_Greenbriar Mall'],both,FALSE
121090,['66_Camp Crk Mktplc'],['66_Greenbriar Mall'],both,FALSE
121092,['66_Camp Crk Mktplc'],['66_Greenbriar Mall'],both,FALSE
121094,['66_Camp Crk Mktplc'],['66_Greenbriar Mall'],both,FALSE
121096,['66_Camp Crk Mktplc'],['66_Greenbriar Mall'],both,FALSE
121100,['66_Camp Crk Mktplc'],['165_HE Holmes Stn'],both,FALSE
121102,['66_Camp Crk Mktplc'],['165_HE Holmes Stn'],both,FALSE
121103,['66_HE Holmes Stn'],['165_College Park Stn'],both,FALSE
121108,['66_HE Holmes Stn'],['66_HE Holmes Stn'],both,TRUE
121110,['66_HE Holmes Stn'],['66_HE Holmes Stn'],both,TRUE
121112,['66_HE Holmes Stn'],['66_HE Holmes Stn'],both,TRUE
121114,['66_HE Holmes Stn'],,left_only,FALSE
121115,['66_HE Holmes Stn'],,left_only,FALSE
121116,['66_HE Holmes Stn'],,left_only,FALSE
121118,['66_HE Holmes Stn'],['66_HE Holmes Stn'],both,TRUE
121120,['66_HE Holmes Stn'],['66_HE Holmes Stn'],both,TRUE
121122,['66_HE Holmes Stn'],['66_HE Holmes Stn'],both,TRUE
121124,['66_HE Holmes Stn'],['66_HE Holmes Stn'],both,TRUE
121126,['66_HE Holmes Stn'],['66_HE Holmes Stn'],both,TRUE
121128,['66_HE Holmes Stn'],['66_HE Holmes Stn'],both,TRUE
121130,['66_HE Holmes Stn'],['66_HE Holmes Stn'],both,TRUE
121134,['66_HE Holmes Stn'],['165_College Park Stn'],both,FALSE
121136,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
121138,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
121139,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
121144,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
121153,"['66_Ashley Cascade Apt', '71_HE Holmes Stn']","['66_Greenbriar Mall', '66_HE Holmes Stn', '71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
121156,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
121158,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
121162,"['66_Camp Crk Mktplc', '71_West End Stn']","['71a_West End Stn', '71b_West End Stn']",both,FALSE
121165,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
121167,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
121168,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
121172,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
121174,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
121180,['66_Camp Crk Mktplc'],['66_Greenbriar Mall'],both,FALSE
121192,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
122002,['68_HE Holmes Stn'],,left_only,FALSE
122003,['83_Oakland City Stn'],['83_Oakland City Stn'],both,TRUE
122005,['83_Barge RdP&R Lot'],['83_Barge RdP&R Lot'],both,TRUE
122006,['68_HE Holmes Stn'],,left_only,FALSE
122008,['68_HE Holmes Stn'],,left_only,FALSE
122009,['68_HE Holmes Stn'],,left_only,FALSE
122010,['83_Oakland City Stn'],['83_Oakland City Stn'],both,TRUE
122011,['83_Oakland City Stn'],['83_Oakland City Stn'],both,TRUE
122014,['83_Oakland City Stn'],['83_Oakland City Stn'],both,TRUE
122028,['83_Oakland City Stn'],['83_Oakland City Stn'],both,TRUE
122032,['83_Oakland City Stn'],['83_Oakland City Stn'],both,TRUE
122034,"['162_Barge RdP&R Lot', '83_Myrtle Dr']","['162_Myrtle Dr', '83_Barge RdP&R Lot']",both,FALSE
122036,"['162_Myrtle Dr', '83_Barge RdP&R Lot']","['162_Myrtle Dr', '83_Barge RdP&R Lot']",both,TRUE
122040,"['162_Barge RdP&R Lot', '83_Myrtle Dr']","['162_Myrtle Dr', '83_Barge RdP&R Lot']",both,FALSE
122042,"['162_Barge RdP&R Lot', '83_Myrtle Dr']","['162_Myrtle Dr', '83_Barge RdP&R Lot']",both,FALSE
122044,['83_Barge RdP&R Lot'],['83_Barge RdP&R Lot'],both,TRUE
122048,['83_Barge RdP&R Lot'],['83_Barge RdP&R Lot'],both,TRUE
122050,['83_Barge RdP&R Lot'],['83_Barge RdP&R Lot'],both,TRUE
122052,['83_Barge RdP&R Lot'],['83_Barge RdP&R Lot'],both,TRUE
122054,"['162_West End Stn', '81_Myrtle Dr']","['162_Myrtle Dr', '81_West End Stn']",both,FALSE
122056,['162_Myrtle Dr'],['162_Myrtle Dr'],both,TRUE
122058,['162_Oakland City Stn'],['162_Oakland City Stn'],both,TRUE
122060,['83_Barge RdP&R Lot'],['83_Barge RdP&R Lot'],both,TRUE
122062,['162_Oakland City Stn'],"['162_Myrtle Dr', '162_Oakland City Stn']",both,FALSE
122064,['83_Barge RdP&R Lot'],['83_Barge RdP&R Lot'],both,TRUE
122065,['83_Barge RdP&R Lot'],['83_Barge RdP&R Lot'],both,TRUE
122066,"['162_West End Stn', '81_Myrtle Dr']","['162_Myrtle Dr', '81_West End Stn']",both,FALSE
122072,['83_Oakland City Stn'],['83_Oakland City Stn'],both,TRUE
122074,"['162_Oakland City Stn', '83_Oakland City Stn']","['162_Oakland City Stn', '83_Oakland City Stn']",both,TRUE
122076,"['162_Oakland City Stn', '83_Oakland City Stn']","['162_Oakland City Stn', '83_Oakland City Stn']",both,TRUE
122080,"['162_Oakland City Stn', '83_Oakland City Stn']","['162_Oakland City Stn', '83_Oakland City Stn']",both,TRUE
122082,"['162_Oakland City Stn', '83_Oakland City Stn']","['162_Oakland City Stn', '83_Oakland City Stn']",both,TRUE
122084,['162_Myrtle Dr'],['162_Myrtle Dr'],both,TRUE
122086,['162_Myrtle Dr'],['162_Myrtle Dr'],both,TRUE
122088,['162_Myrtle Dr'],['162_Myrtle Dr'],both,TRUE
122090,['162_Myrtle Dr'],['162_Myrtle Dr'],both,TRUE
122092,['162_Myrtle Dr'],['162_Myrtle Dr'],both,TRUE
122096,['162_Myrtle Dr'],['162_Myrtle Dr'],both,TRUE
122098,['162_Myrtle Dr'],['162_Myrtle Dr'],both,TRUE
122100,['162_Myrtle Dr'],['162_Myrtle Dr'],both,TRUE
122104,['162_Myrtle Dr'],['162_Myrtle Dr'],both,TRUE
122106,['162_Myrtle Dr'],['162_Myrtle Dr'],both,TRUE
122108,['162_Myrtle Dr'],"['162_Myrtle Dr', '81_West End Stn']",both,FALSE
122110,['162_Myrtle Dr'],"['162_Myrtle Dr', '81_West End Stn']",both,FALSE
122112,['162_Myrtle Dr'],"['162_Myrtle Dr', '81_East Point Stn', '81_West End Stn']",both,FALSE
122114,['162_Myrtle Dr'],"['162_Myrtle Dr', '81_West End Stn']",both,FALSE
122120,['81_East Point Stn'],['81_East Point Stn'],both,TRUE
122124,['81_East Point Stn'],['81_East Point Stn'],both,TRUE
122128,['162_Oakland City Stn'],"['162_Oakland City Stn', '81_East Point Stn']",both,FALSE
122130,['162_Oakland City Stn'],['162_Oakland City Stn'],both,TRUE
122132,['162_Oakland City Stn'],"['162_Oakland City Stn', '81_East Point Stn']",both,FALSE
122136,['162_Oakland City Stn'],['162_Oakland City Stn'],both,TRUE
122138,['162_Oakland City Stn'],['162_Oakland City Stn'],both,TRUE
122142,['162_Oakland City Stn'],['162_Oakland City Stn'],both,TRUE
122144,['162_Oakland City Stn'],['162_Oakland City Stn'],both,TRUE
122146,['162_Oakland City Stn'],['162_Oakland City Stn'],both,TRUE
122150,['162_Oakland City Stn'],['162_Oakland City Stn'],both,TRUE
122152,['162_Oakland City Stn'],['162_Oakland City Stn'],both,TRUE
122154,['162_Oakland City Stn'],['162_Oakland City Stn'],both,TRUE
122156,['162_Oakland City Stn'],['162_Oakland City Stn'],both,TRUE
122158,['162_Oakland City Stn'],['162_Oakland City Stn'],both,TRUE
122166,['81_East Point Stn'],,left_only,FALSE
122168,['81_East Point Stn'],,left_only,FALSE
122170,['81_East Point Stn'],,left_only,FALSE
122172,['81_East Point Stn'],['81_East Point Stn'],both,TRUE
122174,['81_East Point Stn'],['81_East Point Stn'],both,TRUE
122176,['81_East Point Stn'],['81_East Point Stn'],both,TRUE
122178,['81_East Point Stn'],['81_East Point Stn'],both,TRUE
122180,['81_East Point Stn'],['81_East Point Stn'],both,TRUE
122192,['81_East Point Stn'],,left_only,FALSE
122202,['81_West End Stn'],,left_only,FALSE
122204,['81_West End Stn'],['81_West End Stn'],both,TRUE
122206,['81_West End Stn'],['81_West End Stn'],both,TRUE
122214,['81_West End Stn'],['81_West End Stn'],both,TRUE
122216,['81_West End Stn'],['81_West End Stn'],both,TRUE
122218,['81_West End Stn'],['81_West End Stn'],both,TRUE
122220,['81_West End Stn'],['81_West End Stn'],both,TRUE
122222,['81_West End Stn'],,left_only,FALSE
122224,['81_West End Stn'],,left_only,FALSE
122228,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
122230,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
122232,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
122238,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
122240,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
122242,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
122244,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
122250,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
122252,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
122254,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
122255,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
122260,['71_Ashley Cascade Apt'],"['71a_Ashley Cascade Apt', '71b_Boat Rock Rd/Reynolds Rd SW']",both,FALSE
122280,['81_West End Stn'],,left_only,FALSE
122282,['81_West End Stn'],,left_only,FALSE
122284,['81_West End Stn'],,left_only,FALSE
122286,['81_West End Stn'],,left_only,FALSE
122288,['81_West End Stn'],,left_only,FALSE
122290,['81_West End Stn'],['81_East Point Stn'],both,FALSE
122292,['81_West End Stn'],['81_West End Stn'],both,TRUE
122294,['81_West End Stn'],['81_West End Stn'],both,TRUE
122296,['81_West End Stn'],['81_West End Stn'],both,TRUE
122298,['81_West End Stn'],['81_West End Stn'],both,TRUE
122300,['81_West End Stn'],['81_West End Stn'],both,TRUE
122302,['81_West End Stn'],['81_West End Stn'],both,TRUE
122304,['81_West End Stn'],['81_West End Stn'],both,TRUE
122306,['81_West End Stn'],['81_West End Stn'],both,TRUE
122312,['81_West End Stn'],['81_West End Stn'],both,TRUE
122316,['68_Ashby Stn'],,left_only,FALSE
122318,['68_Ashby Stn'],,left_only,FALSE
122319,['68_Ashby Stn'],,left_only,FALSE
122320,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
122326,['81_East Point Stn'],['81_East Point Stn'],both,TRUE
122328,['81_East Point Stn'],['81_East Point Stn'],both,TRUE
122330,['81_East Point Stn'],,left_only,FALSE
122334,['81_East Point Stn'],,left_only,FALSE
122336,['81_East Point Stn'],,left_only,FALSE
122338,['81_East Point Stn'],,left_only,FALSE
122340,['81_East Point Stn'],['81_East Point Stn'],both,TRUE
122344,['81_East Point Stn'],['81_East Point Stn'],both,TRUE
122346,['81_East Point Stn'],['81_East Point Stn'],both,TRUE
122347,"['81_N Camp Creek Pky', '93_East Point Stn']",,left_only,FALSE
122348,['81_East Point Stn'],['81_East Point Stn'],both,TRUE
122350,['81_East Point Stn'],['81_East Point Stn'],both,TRUE
122352,['81_East Point Stn'],['81_East Point Stn'],both,TRUE
122354,['81_East Point Stn'],['81_East Point Stn'],both,TRUE
122362,"['81_N Camp Creek Pky', '93_East Point Stn']",,left_only,FALSE
122369,['71_West End Stn'],"['71a_West End Stn', '71b_West End Stn']",both,FALSE
122372,"['162_Oakland City Stn', '83_Myrtle Dr']","['162_Myrtle Dr', '83_Oakland City Stn']",both,FALSE
122374,['83_Oakland City Stn'],['83_Oakland City Stn'],both,TRUE
122376,['83_Barge RdP&R Lot'],['83_Barge RdP&R Lot'],both,TRUE
122380,['83_Oakland City Stn'],['83_Oakland City Stn'],both,TRUE
122382,['83_Barge RdP&R Lot'],['83_Barge RdP&R Lot'],both,TRUE
122384,['83_Barge RdP&R Lot'],['83_Barge RdP&R Lot'],both,TRUE
