StopAbbr,Route_EOL_existing,Route_EOL_bnr,_merge,Unchanged
100004,"['1_HE Holmes Stn', '68_West End Stn']",['1_West End Stn'],both,FALSE
100006,"['1_West End Stn', '68_HE Holmes Stn']",['1_West End Stn'],both,FALSE
100008,"['1_HE Holmes Stn', '68_West End Stn']",['1_West End Stn'],both,FALSE
100010,"['1_HE Holmes Stn', '68_West End Stn']","['1_West End Stn', '22_Ashview Triangle']",both,FALSE
100012,"['1_HE Holmes Stn', '68_West End Stn']",['1_West End Stn'],both,FALSE
100014,"['1_HE Holmes Stn', '68_West End Stn']",['1_West End Stn'],both,FALSE
100016,['68_HE Holmes Stn'],,left_only,FALSE
100017,['68_HE Holmes Stn'],,left_only,FALSE
100022,['68_Ashby Stn'],,left_only,FALSE
100024,"['1_Moores Mill Ctr', '68_Ashby Stn']","['1_Arts Center Stn', '21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
100026,"['1_Ashby Stn', '68_Moores Mill Ctr']",['1_Arts Center Stn'],both,FALSE
100028,"['1_Moores Mill Ctr', '68_Ashby Stn']",['1_Arts Center Stn'],both,FALSE
100030,['813_West Lake Stn'],"['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
100032,['813_West Lake Stn'],"['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
100035,['813_Georgia State Stn'],['21_Kensington Stn'],both,FALSE
100036,['813_Georgia State Stn'],['21_Kensington Stn'],both,FALSE
100038,['813_Georgia State Stn'],['21_Kensington Stn'],both,FALSE
100040,['813_Georgia State Stn'],,left_only,FALSE
100042,['813_West Lake Stn'],,left_only,FALSE
100043,['813_West Lake Stn'],,left_only,FALSE
100044,['813_Georgia State Stn'],"['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
100045,['813_West Lake Stn'],"['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
100046,"['1_Moores Mill Ctr', '68_Ashby Stn']",['1_Arts Center Stn'],both,FALSE
100048,"['1_Moores Mill Ctr', '68_Ashby Stn']",,left_only,FALSE
100050,['3_Helene Mills Sr Ctr'],['3_Ashby Stn'],both,FALSE
100052,['3_Helene Mills Sr Ctr'],['3_Ashby Stn'],both,FALSE
100054,['3_Helene Mills Sr Ctr'],['3_Ashby Stn'],both,FALSE
100058,['813_Georgia State Stn'],,left_only,FALSE
100060,['813_West Lake Stn'],,left_only,FALSE
100061,['813_Georgia State Stn'],,left_only,FALSE
100062,['813_West Lake Stn'],['21_West Lake Stn'],both,FALSE
100063,['813_Georgia State Stn'],['21_Kensington Stn'],both,FALSE
100066,['813_Georgia State Stn'],,left_only,FALSE
100067,['813_West Lake Stn'],,left_only,FALSE
100069,['813_West Lake Stn'],,left_only,FALSE
100070,['813_Georgia State Stn'],,left_only,FALSE
100074,['58_Bolton/Parrot Ave'],,left_only,FALSE
100076,['58_Bolton/Parrot Ave'],,left_only,FALSE
100078,['58_Bolton/Parrot Ave'],,left_only,FALSE
100080,['58_Bolton/Parrot Ave'],,left_only,FALSE
100082,['58_Bolton/Parrot Ave'],,left_only,FALSE
100084,['58_Bolton/Parrot Ave'],,left_only,FALSE
100086,['58_Bolton/Parrot Ave'],,left_only,FALSE
100088,['58_West End Stn'],,left_only,FALSE
100090,['58_West End Stn'],,left_only,FALSE
100092,['58_West End Stn'],,left_only,FALSE
100094,['58_West End Stn'],,left_only,FALSE
100096,['58_West End Stn'],,left_only,FALSE
100098,['58_West End Stn'],,left_only,FALSE
100100,['58_West End Stn'],,left_only,FALSE
100102,['58_Bolton/Parrot Ave'],,left_only,FALSE
100114,"['1_Ashby Stn', '68_Moores Mill Ctr']",['1_Arts Center Stn'],both,FALSE
100115,"['1_Ashby Stn', '68_Moores Mill Ctr']",['1_Arts Center Stn'],both,FALSE
100124,['3_HE Holmes Stn'],['3_HE Holmes Stn'],both,TRUE
100126,['3_HE Holmes Stn'],['3_HE Holmes Stn'],both,TRUE
100128,['3_Helene Mills Sr Ctr'],['3_Ashby Stn'],both,FALSE
100130,['3_HE Holmes Stn'],['3_HE Holmes Stn'],both,TRUE
100132,['3_Helene Mills Sr Ctr'],['3_Ashby Stn'],both,FALSE
100134,['3_HE Holmes Stn'],['3_HE Holmes Stn'],both,TRUE
100136,['3_Helene Mills Sr Ctr'],['3_Ashby Stn'],both,FALSE
100137,['3_Helene Mills Sr Ctr'],['3_Ashby Stn'],both,FALSE
100138,['3_HE Holmes Stn'],['3_HE Holmes Stn'],both,TRUE
100142,['3_HE Holmes Stn'],['3_HE Holmes Stn'],both,TRUE
100148,['3_HE Holmes Stn'],['3_HE Holmes Stn'],both,TRUE
100150,['3_HE Holmes Stn'],['3_HE Holmes Stn'],both,TRUE
100152,['813_Georgia State Stn'],,left_only,FALSE
100154,['813_West Lake Stn'],,left_only,FALSE
100160,['813_Georgia State Stn'],,left_only,FALSE
100162,['813_West Lake Stn'],"['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
100164,['3_Helene Mills Sr Ctr'],['3_Ashby Stn'],both,FALSE
100166,['58_Bolton/Parrot Ave'],,left_only,FALSE
100168,['813_West Lake Stn'],"['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
100170,['813_West Lake Stn'],,left_only,FALSE
101002,['68_HE Holmes Stn'],,left_only,FALSE
101006,['68_Ashby Stn'],,left_only,FALSE
101008,['68_Ashby Stn'],,left_only,FALSE
101010,['813_West Lake Stn'],"['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
101016,['813_West Lake Stn'],"['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
101022,['813_West Lake Stn'],"['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
101024,['813_West Lake Stn'],['21_West Lake Stn'],both,FALSE
101026,['813_West Lake Stn'],['21_West Lake Stn'],both,FALSE
101030,['813_West Lake Stn'],"['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
101036,['813_Georgia State Stn'],"['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
101040,['813_Georgia State Stn'],"['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
101042,['813_Georgia State Stn'],"['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
101044,['813_Georgia State Stn'],['21_Kensington Stn'],both,FALSE
101046,['813_Georgia State Stn'],"['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
101069,['3_Helene Mills Sr Ctr'],['3_Ashby Stn'],both,FALSE
101092,['40_West End Stn'],,left_only,FALSE
101096,['40_Arts Center Stn'],,left_only,FALSE
101098,['40_West End Stn'],,left_only,FALSE
101100,['40_Arts Center Stn'],,left_only,FALSE
101104,['40_West End Stn'],,left_only,FALSE
101108,['40_West End Stn'],['42_Lakewood Stn'],both,FALSE
101110,['40_Arts Center Stn'],,left_only,FALSE
101124,['813_Georgia State Stn'],"['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
101126,['813_Georgia State Stn'],"['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
101133,"['3_HE Holmes Stn', '68_HE Holmes Stn']","['3_Ashby Stn', '3_HE Holmes Stn']",both,FALSE
101135,"['813_Georgia State Stn', '94_West End Stn']","['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
101137,['94_West End Stn'],,left_only,FALSE
101139,['3_Helene Mills Sr Ctr'],,left_only,FALSE
101144,['3_Helene Mills Sr Ctr'],,left_only,FALSE
101156,['94_West End Stn'],,left_only,FALSE
101162,['94_West End Stn'],,left_only,FALSE
101165,['94_West End Stn'],,left_only,FALSE
101166,['94_Arts Center Stn'],,left_only,FALSE
101168,['3_Helene Mills Sr Ctr'],,left_only,FALSE
101446,['3_Helene Mills Sr Ctr'],,left_only,FALSE
101448,['3_HE Holmes Stn'],,left_only,FALSE
101460,['40_Arts Center Stn'],,left_only,FALSE
101464,['3_HE Holmes Stn'],,left_only,FALSE
101466,['3_HE Holmes Stn'],"['1_Arts Center Stn', '3_HE Holmes Stn']",both,FALSE
101468,['68_Ashby Stn'],,left_only,FALSE
102005,['21_Kensington Stn'],"['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
102006,['21_Kensington Stn'],"['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
102007,['21_Kensington Stn'],"['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
102009,"['107_King Memorial Stn', '21_Indian Creek Stn', '9_Kensington Stn']","['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
102011,"['186_Rainbow Village', '9_Snapfinger Wds Dr']","['20L_Mall at Stonecrest', '20_South DeKalb Mall', '20p_Xpress P&R Lot']",both,FALSE
102022,['40_Arts Center Stn'],"['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
102026,['42_Lakewood Stn'],['55_Forest Park'],both,FALSE
102028,['42_Lakewood Stn'],['55_Forest Park'],both,FALSE
102030,['42_Lakewood Stn'],['55_Forest Park'],both,FALSE
102032,['186_Five Points Stn'],"['20L_Five Points Stn', '20_Five Points Stn', '20p_Five Points Stn', '22_Ashview Triangle', '55_Five Points Stn']",both,FALSE
102042,['186_Five Points Stn'],"['20L_Five Points Stn', '20_Five Points Stn', '20p_Five Points Stn']",both,FALSE
102044,['186_Five Points Stn'],"['20L_Five Points Stn', '20_Five Points Stn', '20p_Five Points Stn']",both,FALSE
102046,['186_Five Points Stn'],"['20L_Five Points Stn', '20_Five Points Stn', '20p_Five Points Stn']",both,FALSE
102052,['42_Lakewood Stn'],['55_Forest Park'],both,FALSE
102053,['42_Lakewood Stn'],['55_Forest Park'],both,FALSE
102054,['42_Five Points Stn'],['55_Five Points Stn'],both,FALSE
102056,['42_Five Points Stn'],['55_Five Points Stn'],both,FALSE
102062,"['21_Five Points Stn', '42_Five Points Stn', '55_Five Points Stn']",['21_West Lake Stn'],both,FALSE
102074,"['3_Metro Transitional', '49_West Lake Stn', '813_HE Holmes Stn']","['21_West Lake Stn', '22_Ashview Triangle', '42_Lakewood Stn']",both,FALSE
102078,"['49_Georgia State Stn', '813_Five Points Stn']","['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
102110,['49_Metro Transitional'],,left_only,FALSE
102112,['49_Metro Transitional'],"['42_Five Points Stn', '42_Lakewood Stn']",both,FALSE
102124,['3_Helene Mills Sr Ctr'],"['49L_North Avenue Stn', '49_North Avenue Stn']",both,FALSE
102148,"['21_Lakewood Stn', '42_Forest Park', '55_Kensington Stn']","['21_Kensington Stn', '22_Indian Creek Stn', '55_Forest Park']",both,FALSE
102152,"['21_Five Points Stn', '55_Five Points Stn', '813_West Lake Stn']","['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
102170,"['186_Georgia State Stn', '813_Snapfinger Wds Dr']","['20L_Mall at Stonecrest', '20_South DeKalb Mall', '20p_Xpress P&R Lot']",both,FALSE
102172,['186_Five Points Stn'],"['20L_Five Points Stn', '20_Five Points Stn', '20p_Five Points Stn']",both,FALSE
102173,['186_Snapfinger Wds Dr'],"['20L_Mall at Stonecrest', '20_South DeKalb Mall', '20p_Xpress P&R Lot']",both,FALSE
102174,['186_Five Points Stn'],"['20L_Five Points Stn', '20_Five Points Stn', '20p_Five Points Stn']",both,FALSE
102178,['3_HE Holmes Stn'],,left_only,FALSE
102180,"['3_HE Holmes Stn', '816_Five Points Stn']",,left_only,FALSE
102222,['49_Five Points Stn'],['42_Five Points Stn'],both,FALSE
102224,['49_Five Points Stn'],,left_only,FALSE
102226,['186_Snapfinger Wds Dr'],"['20L_Mall at Stonecrest', '20_South DeKalb Mall', '20p_Xpress P&R Lot']",both,FALSE
102228,"['186_Georgia State Stn', '813_Snapfinger Wds Dr']","['20L_Mall at Stonecrest', '20_South DeKalb Mall', '20p_Xpress P&R Lot']",both,FALSE
102248,"['42_Metro Transitional', '49_Lakewood Stn']",,left_only,FALSE
102252,['55_Five Points Stn'],"['49L_North Avenue Stn', '49_North Avenue Stn']",both,FALSE
102253,['55_Five Points Stn'],"['49L_North Avenue Stn', '49_North Avenue Stn']",both,FALSE
102258,"['26_Bolton Rd', '816_Emory University']",,left_only,FALSE
102274,"['21_Forest Park', '55_Kensington Stn']","['22_Ashview Triangle', '22_Indian Creek Stn', '42_Lakewood Stn']",both,FALSE
102282,"['186_Snapfinger Wds Dr', '813_Georgia State Stn']","['20L_Mall at Stonecrest', '20_South DeKalb Mall', '20p_Xpress P&R Lot']",both,FALSE
102294,"['49_Five Points Stn', '813_Georgia State Stn']",,left_only,FALSE
102296,"['49_Five Points Stn', '813_Georgia State Stn']",['42_Five Points Stn'],both,FALSE
102298,"['3_Emory University', '816_Helene Mills Sr Ctr']",,left_only,FALSE
102308,"['3_Arts Center Stn', '40_Helene Mills Sr Ctr', '816_Emory University']",,left_only,FALSE
102310,['40_West End Stn'],,left_only,FALSE
102526,['899_Georgia State Stn'],,left_only,FALSE
102530,['186_Snapfinger Wds Dr'],"['20L_Mall at Stonecrest', '20_South DeKalb Mall', '20p_Xpress P&R Lot']",both,FALSE
102534,"['21_Forest Park', '55_Kensington Stn']","['21_Kensington Stn', '22_Indian Creek Stn', '42_Five Points Stn', '55_Forest Park']",both,FALSE
102540,['813_West Lake Stn'],,left_only,FALSE
102544,['42_Lakewood Stn'],['55_Forest Park'],both,FALSE
102546,['42_Five Points Stn'],['55_Five Points Stn'],both,FALSE
102554,['49_Metro Transitional'],['42_Lakewood Stn'],both,FALSE
102558,['3_Helene Mills Sr Ctr'],,left_only,FALSE
103022,"['107_Five Points Stn', '21_Georgia State Stn']","['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
103024,"['107_Georgia State Stn', '21_Five Points Stn']",['21_West Lake Stn'],both,FALSE
103026,"['107_Georgia State Stn', '21_Five Points Stn']","['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
103032,['899_Georgia State Stn'],['7_West End Stn'],both,FALSE
103034,['899_Georgia State Stn'],['7_West End Stn'],both,FALSE
103052,['3_Helene Mills Sr Ctr'],,left_only,FALSE
103060,['809_Lindbergh Ctr Stn'],,left_only,FALSE
103083,"['186_Five Points Stn', '9_King Memorial Stn']","['20L_Five Points Stn', '20_Five Points Stn', '20p_Five Points Stn']",both,FALSE
103090,"['107_Georgia State Stn', '21_Five Points Stn']","['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
103092,"['107_Georgia State Stn', '21_Five Points Stn']",['22_Ashview Triangle'],both,FALSE
103094,"['107_Indian Creek Stn', '21_Kensington Stn']","['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
103095,"['107_Five Points Stn', '21_Georgia State Stn']","['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
103097,"['107_Indian Creek Stn', '21_Kensington Stn']","['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
103098,"['107_Kensington Stn', '21_Indian Creek Stn']","['21_Kensington Stn', '22_Indian Creek Stn', '7_West End Stn']",both,FALSE
103100,"['107_Kensington Stn', '21_Indian Creek Stn']","['21_Kensington Stn', '22_Indian Creek Stn', '7_West End Stn']",both,FALSE
103108,['186_Snapfinger Wds Dr'],"['20L_Mall at Stonecrest', '20_South DeKalb Mall', '20p_Xpress P&R Lot']",both,FALSE
103134,"['186_Georgia State Stn', '813_Snapfinger Wds Dr']","['20L_Mall at Stonecrest', '20_South DeKalb Mall', '20p_Xpress P&R Lot']",both,FALSE
103138,"['186_Georgia State Stn', '813_Snapfinger Wds Dr']","['20L_Mall at Stonecrest', '20_South DeKalb Mall', '20p_Xpress P&R Lot']",both,FALSE
103162,['3_Helene Mills Sr Ctr'],,left_only,FALSE
103168,"['107_Georgia State Stn', '21_Five Points Stn']","['21_West Lake Stn', '22_Ashview Triangle', '7_Lindbergh Ctr Stn']",both,FALSE
103169,"['107_Georgia State Stn', '21_Five Points Stn']","['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
103170,"['107_Georgia State Stn', '21_Five Points Stn']","['21_West Lake Stn', '22_Ashview Triangle', '7_Lindbergh Ctr Stn']",both,FALSE
103190,['899_North Avenue Stn'],['7_Lindbergh Ctr Stn'],both,FALSE
103191,['899_North Avenue Stn'],,left_only,FALSE
103193,['899_North Avenue Stn'],['7_Lindbergh Ctr Stn'],both,FALSE
103196,['3_Helene Mills Sr Ctr'],,left_only,FALSE
103198,"['107_Indian Creek Stn', '21_Kensington Stn']","['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
103200,['9_Rainbow Village'],['7_West End Stn'],both,FALSE
103202,"['107_Kensington Stn', '21_Indian Creek Stn']","['21_Kensington Stn', '22_Indian Creek Stn', '7_Lindbergh Ctr Stn']",both,FALSE
103900,"['809_Lindbergh Ctr Stn', '899_Georgia State Stn', '899_North Avenue Stn', '9_Rainbow Village']",,left_only,FALSE
104012,"['32_Constitution Rd', '4_Rainbow Village', '74_South Park Blvd']","['32_Linecrest Rd', '4_Constitution Rd', '74_South DeKalb Mall']",both,FALSE
104013,['4_Constitution Rd'],"['32_Linecrest Rd', '4_Constitution Rd', '74_South DeKalb Mall']",both,FALSE
104048,['21_Five Points Stn'],,left_only,FALSE
104050,['21_Kensington Stn'],,left_only,FALSE
104052,['21_Five Points Stn'],,left_only,FALSE
104054,['21_Kensington Stn'],,left_only,FALSE
104056,['21_Five Points Stn'],,left_only,FALSE
104058,['21_Kensington Stn'],,left_only,FALSE
104060,['21_Five Points Stn'],,left_only,FALSE
104062,['21_Kensington Stn'],,left_only,FALSE
104064,['21_Kensington Stn'],,left_only,FALSE
104066,['21_Five Points Stn'],,left_only,FALSE
104068,['21_Five Points Stn'],,left_only,FALSE
104070,"['107_Kensington Stn', '21_Indian Creek Stn']","['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
104076,"['107_Five Points Stn', '21_Georgia State Stn']","['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
104078,"['107_Kensington Stn', '21_Indian Creek Stn']","['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
104436,"['21_Five Points Stn', '823_Decatur Stn']",['21_West Lake Stn'],both,FALSE
105002,"['32_South Park Blvd', '74_Rainbow Village']","['32_Linecrest Rd', '74_South DeKalb Mall']",both,FALSE
105004,"['32_Rainbow Village', '74_South Park Blvd']","['32_Linecrest Rd', '74_South DeKalb Mall']",both,FALSE
105006,"['32_Rainbow Village', '74_South Park Blvd']","['32_Linecrest Rd', '74_South DeKalb Mall']",both,FALSE
105016,['74_Rainbow Village'],['74_South DeKalb Mall'],both,FALSE
105018,['74_Rainbow Village'],['74_South DeKalb Mall'],both,FALSE
105038,['107_Indian Creek Stn'],['22_Indian Creek Stn'],both,FALSE
105040,['107_Indian Creek Stn'],['22_Indian Creek Stn'],both,FALSE
105042,['107_Indian Creek Stn'],['22_Indian Creek Stn'],both,FALSE
105044,['107_Indian Creek Stn'],['22_Indian Creek Stn'],both,FALSE
105074,['107_Georgia State Stn'],['22_Ashview Triangle'],both,FALSE
105075,['107_Georgia State Stn'],['22_Ashview Triangle'],both,FALSE
105076,['107_Georgia State Stn'],['22_Ashview Triangle'],both,FALSE
105094,['74_Inman Park Stn'],['74_Inman Park Stn'],both,TRUE
105096,['74_Inman Park Stn'],['74_Inman Park Stn'],both,TRUE
105098,['74_Inman Park Stn'],['74_Inman Park Stn'],both,TRUE
105107,['74_Rainbow Village'],['74_South DeKalb Mall'],both,FALSE
105118,"['32_Inman Park Stn', '74_Inman Park Stn']","['32_Inman Park Stn', '74_Inman Park Stn']",both,TRUE
105120,"['32_Inman Park Stn', '74_Inman Park Stn']","['32_Inman Park Stn', '74_Inman Park Stn']",both,TRUE
105122,"['32_Inman Park Stn', '74_Inman Park Stn']","['32_Inman Park Stn', '74_Inman Park Stn']",both,TRUE
105124,['32_Inman Park Stn'],['32_Inman Park Stn'],both,TRUE
105126,['32_Inman Park Stn'],['32_Inman Park Stn'],both,TRUE
105130,['32_Inman Park Stn'],['32_Inman Park Stn'],both,TRUE
105152,"['32_Rainbow Village', '74_South Park Blvd']","['32_Linecrest Rd', '74_South DeKalb Mall']",both,FALSE
105158,"['32_South Park Blvd', '74_Rainbow Village']","['32_Linecrest Rd', '74_South DeKalb Mall']",both,FALSE
105160,['32_South Park Blvd'],['32_Linecrest Rd'],both,FALSE
105161,['32_Inman Park Stn'],['32_Inman Park Stn'],both,TRUE
105162,['32_South Park Blvd'],['32_Linecrest Rd'],both,FALSE
105164,['32_South Park Blvd'],['32_Linecrest Rd'],both,FALSE
105166,['32_South Park Blvd'],['32_Linecrest Rd'],both,FALSE
105172,['24_Candler Park Stn'],,left_only,FALSE
105174,['24_Candler Park Stn'],,left_only,FALSE
105176,['24_Candler Park Stn'],,left_only,FALSE
105178,['24_Candler Park Stn'],,left_only,FALSE
105180,['24_Candler Park Stn'],,left_only,FALSE
105182,['24_Candler Park Stn'],,left_only,FALSE
105184,['24_Candler Park Stn'],,left_only,FALSE
105186,['24_Candler Park Stn'],,left_only,FALSE
105188,['24_Candler Park Stn'],,left_only,FALSE
105190,['24_Candler Park Stn'],,left_only,FALSE
105192,['24_Candler Park Stn'],,left_only,FALSE
105194,['24_Candler Park Stn'],,left_only,FALSE
105196,['24_Candler Park Stn'],,left_only,FALSE
105198,['24_Candler Park Stn'],,left_only,FALSE
105200,['24_Candler Park Stn'],,left_only,FALSE
105208,['24_Candler Park Stn'],,left_only,FALSE
105210,['21_Kensington Stn'],,left_only,FALSE
105212,['21_Kensington Stn'],,left_only,FALSE
105214,['21_Kensington Stn'],,left_only,FALSE
105216,['21_Kensington Stn'],,left_only,FALSE
105218,['21_Kensington Stn'],['21_Kensington Stn'],both,TRUE
105220,['21_Kensington Stn'],['21_Kensington Stn'],both,TRUE
105222,['21_Kensington Stn'],['21_Kensington Stn'],both,TRUE
105226,['21_Kensington Stn'],,left_only,FALSE
105228,['21_Five Points Stn'],['21_West Lake Stn'],both,FALSE
105232,['21_Five Points Stn'],,left_only,FALSE
105234,['21_Five Points Stn'],,left_only,FALSE
105236,['21_Five Points Stn'],,left_only,FALSE
105238,['21_Five Points Stn'],,left_only,FALSE
105240,['21_Five Points Stn'],,left_only,FALSE
105242,['21_Five Points Stn'],,left_only,FALSE
105246,['21_Five Points Stn'],,left_only,FALSE
105248,['21_Five Points Stn'],,left_only,FALSE
105250,['21_Five Points Stn'],,left_only,FALSE
105251,['107_Indian Creek Stn'],['22_Indian Creek Stn'],both,FALSE
105252,['107_Indian Creek Stn'],['22_Indian Creek Stn'],both,FALSE
105254,['107_Georgia State Stn'],['22_Ashview Triangle'],both,FALSE
105260,['107_Indian Creek Stn'],['22_Indian Creek Stn'],both,FALSE
105264,"['107_Georgia State Stn', '24_Candler Park Stn']","['22_Ashview Triangle', '34_East Lake Stn']",both,FALSE
105302,['102_North Avenue Stn'],,left_only,FALSE
105339,['21_Five Points Stn'],['21_West Lake Stn'],both,FALSE
105349,['107_Georgia State Stn'],['22_Ashview Triangle'],both,FALSE
105372,['24_Indian Creek Stn'],,left_only,FALSE
105374,['24_Indian Creek Stn'],,left_only,FALSE
105376,['24_Indian Creek Stn'],,left_only,FALSE
105378,['24_Indian Creek Stn'],,left_only,FALSE
105380,['24_Indian Creek Stn'],,left_only,FALSE
105382,['24_Indian Creek Stn'],,left_only,FALSE
105383,['24_Indian Creek Stn'],,left_only,FALSE
105384,['24_Indian Creek Stn'],,left_only,FALSE
105386,['24_Indian Creek Stn'],,left_only,FALSE
105390,['24_Indian Creek Stn'],,left_only,FALSE
105392,['24_Indian Creek Stn'],,left_only,FALSE
105394,['24_Indian Creek Stn'],,left_only,FALSE
105396,['24_Indian Creek Stn'],,left_only,FALSE
105410,['21_Kensington Stn'],,left_only,FALSE
105412,['21_Kensington Stn'],,left_only,FALSE
105414,['21_Kensington Stn'],,left_only,FALSE
105416,['21_Kensington Stn'],,left_only,FALSE
105422,['21_Kensington Stn'],"['21_Kensington Stn', '21_West Lake Stn']",both,FALSE
105426,['21_Kensington Stn'],['21_Kensington Stn'],both,TRUE
105428,['21_Kensington Stn'],['21_Kensington Stn'],both,TRUE
105430,['21_Kensington Stn'],['21_Kensington Stn'],both,TRUE
105432,"['32_Inman Park Stn', '74_Inman Park Stn']","['32_Inman Park Stn', '74_Inman Park Stn']",both,TRUE
105448,['21_Five Points Stn'],['21_West Lake Stn'],both,FALSE
105452,['21_Five Points Stn'],['21_West Lake Stn'],both,FALSE
105455,['21_Five Points Stn'],['21_West Lake Stn'],both,FALSE
105456,['21_Five Points Stn'],['21_West Lake Stn'],both,FALSE
105462,['107_Indian Creek Stn'],"['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
105464,['107_Georgia State Stn'],"['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
105466,['107_Indian Creek Stn'],"['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
105468,['107_Georgia State Stn'],"['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
105470,['107_Indian Creek Stn'],"['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
105471,['107_Indian Creek Stn'],"['21_Kensington Stn', '22_Indian Creek Stn']",both,FALSE
105472,['107_Georgia State Stn'],"['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
105474,"['107_South Park Blvd', '32_Indian Creek Stn', '74_Rainbow Village']","['21_Kensington Stn', '22_Indian Creek Stn', '32_Linecrest Rd', '74_South DeKalb Mall']",both,FALSE
105476,"['32_Inman Park Stn', '74_Inman Park Stn']","['32_Inman Park Stn', '74_Inman Park Stn']",both,TRUE
105478,['107_Georgia State Stn'],"['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
105512,['107_Georgia State Stn'],"['21_West Lake Stn', '22_Ashview Triangle']",both,FALSE
105517,['24_Indian Creek Stn'],['34_South DeKalb Mall'],both,FALSE
105523,['24_Indian Creek Stn'],['34_South DeKalb Mall'],both,FALSE
105570,['24_Indian Creek Stn'],,left_only,FALSE
105572,['21_Five Points Stn'],['21_West Lake Stn'],both,FALSE
105574,['107_Indian Creek Stn'],['22_Indian Creek Stn'],both,FALSE
105578,['24_Indian Creek Stn'],['34_South DeKalb Mall'],both,FALSE
106002,['24_Indian Creek Stn'],,left_only,FALSE
106004,['24_Indian Creek Stn'],,left_only,FALSE
106006,['24_Indian Creek Stn'],,left_only,FALSE
106008,['24_Indian Creek Stn'],,left_only,FALSE
106012,['24_Indian Creek Stn'],,left_only,FALSE
106014,['24_Indian Creek Stn'],,left_only,FALSE
106016,['24_Indian Creek Stn'],,left_only,FALSE
106018,['24_Indian Creek Stn'],,left_only,FALSE
106020,['24_Indian Creek Stn'],,left_only,FALSE
106022,['24_Candler Park Stn'],,left_only,FALSE
106024,['24_Candler Park Stn'],,left_only,FALSE
106026,['24_Candler Park Stn'],,left_only,FALSE
106028,['24_Candler Park Stn'],,left_only,FALSE
106030,['24_Candler Park Stn'],,left_only,FALSE
106032,['24_Candler Park Stn'],,left_only,FALSE
106036,['24_Candler Park Stn'],,left_only,FALSE
106038,['24_Candler Park Stn'],,left_only,FALSE
106040,['24_Candler Park Stn'],,left_only,FALSE
106042,['24_Candler Park Stn'],['15_Lindbergh Ctr Stn'],both,FALSE
106048,['24_Candler Park Stn'],,left_only,FALSE
106050,['24_Candler Park Stn'],,left_only,FALSE
106052,['24_Candler Park Stn'],,left_only,FALSE
106054,['24_Candler Park Stn'],,left_only,FALSE
106056,['24_Candler Park Stn'],,left_only,FALSE
106058,['24_Candler Park Stn'],,left_only,FALSE
106064,['24_Indian Creek Stn'],,left_only,FALSE
106066,['24_Indian Creek Stn'],,left_only,FALSE
106068,['24_Indian Creek Stn'],,left_only,FALSE
106070,['24_Indian Creek Stn'],,left_only,FALSE
106072,['24_Indian Creek Stn'],,left_only,FALSE
106074,['24_Indian Creek Stn'],,left_only,FALSE
106076,['24_Indian Creek Stn'],,left_only,FALSE
106078,['24_Indian Creek Stn'],,left_only,FALSE
